ticker,call_time,call_side,official_side,correct,initial_fair,initial_remaining_min,initial_distance,initial_signed_distance,three_min_rows,three_min_max_distance_drop,three_min_min_signed_distance,three_min_side_flip
KXBTC15M-26AUG231630-30,2026-08-23 20:18:47.968723+00:00,UP,UP,True,0.890625,11.200521283333334,31.269999999989523,31.269999999989523,7,8.610000000000582,22.65999999998894,False
KXBTC15M-26AUG231715-15,2026-08-23 21:03:24.596316+00:00,UP,UP,True,0.8018867924528301,11.5900614,162.52999999999884,162.52999999999884,8,0.0,162.52999999999884,False
KXBTC15M-26AUG231730-30,2026-08-23 21:18:16.077787+00:00,UP,UP,True,0.9487179487179488,11.732036883333334,244.8700000000099,244.8700000000099,8,0.0,244.8700000000099,False
KXBTC15M-26AUG231745-45,2026-08-23 21:35:23.308854+00:00,DOWN,DOWN,True,0.8018867924528301,9.6115191,-165.73000000001048,165.73000000001048,8,0.0,165.73000000001048,False
KXBTC15M-26AUG231800-00,2026-08-23 21:49:01.642810+00:00,UP,UP,True,0.8018867924528301,10.972619833333331,162.42999999999302,162.42999999999302,8,0.0,162.42999999999302,False
KXBTC15M-26AUG231815-15,2026-08-23 22:04:47.858869+00:00,DOWN,DOWN,True,0.8018867924528301,10.202352183333334,-186.5,186.5,8,126.14999999999418,60.35000000000582,False
KXBTC15M-26AUG231915-15,2026-08-23 23:03:58.111678+00:00,DOWN,DOWN,True,0.890625,11.031472033333332,-161.7100000000064,161.7100000000064,8,25.919999999998254,135.79000000000815,False
KXBTC15M-26AUG231930-30,2026-08-23 23:18:30.516002+00:00,UP,UP,True,0.8018867924528301,11.491399966666668,116.7100000000064,116.7100000000064,8,53.38000000000465,63.33000000000175,False
KXBTC15M-26AUG232000-00,2026-08-23 23:50:11.150543+00:00,UP,UP,True,0.9301075268817204,9.814157616666668,108.06999999999243,108.06999999999243,8,1.8300000000017462,106.23999999999069,False
KXBTC15M-26AUG232015-15,2026-08-24 00:06:07.577761+00:00,DOWN,DOWN,True,0.8928571428571429,8.873703983333334,-126.36000000000058,126.36000000000058,8,0.0,126.36000000000058,False
KXBTC15M-26AUG232030-30,2026-08-24 00:21:27.808735+00:00,DOWN,DOWN,True,0.8928571428571429,8.536521083333334,-142.69000000000233,142.69000000000233,8,12.479999999995925,130.2100000000064,False
KXBTC15M-26AUG232045-45,2026-08-24 00:36:02.046134+00:00,UP,DOWN,False,0.890625,8.965897766666666,166.2100000000064,166.2100000000064,8,159.11000000000058,7.100000000005821,False
KXBTC15M-26AUG232230-30,2026-08-24 02:20:50.271911+00:00,UP,UP,True,0.8417126888472046,9.162134816666669,90.08000000000176,90.08000000000176,1,0.0,90.08000000000176,False
KXBTC15M-26AUG232245-45,2026-08-24 02:35:13.477812+00:00,UP,UP,True,0.8733329978342713,9.7753698,77.86000000000058,77.86000000000058,4,24.5,53.36000000000058,False
KXBTC15M-26AUG232300-00,2026-08-24 02:48:30.256988+00:00,DOWN,UP,False,0.8818375441656982,11.495716866666667,-177.58000000000175,177.58000000000175,4,100.11000000000058,77.47000000000116,False
KXBTC15M-26AUG232315-15,2026-08-24 03:06:41.362845+00:00,DOWN,DOWN,True,0.9290706254032018,8.31061925,-143.72999999999593,143.72999999999593,4,0.0,143.72999999999593,False
KXBTC15M-26AUG232345-45,2026-08-24 03:36:13.053772+00:00,DOWN,DOWN,True,0.8777297678568201,8.782437133333334,-152.58000000000175,152.58000000000175,4,82.22999999999593,70.35000000000582,False
KXBTC15M-26AUG240000-00,2026-08-24 03:50:24.264239+00:00,UP,DOWN,False,0.8725021809505709,9.595596016666669,90.59999999999128,90.59999999999128,4,81.57999999998721,9.020000000004076,False
KXBTC15M-26AUG240015-15,2026-08-24 04:05:03.552646+00:00,UP,UP,True,0.9029811825042604,9.940789233333334,107.29999999998836,107.29999999998836,4,44.529999999998836,62.76999999998952,False
KXBTC15M-26AUG240030-30,2026-08-24 04:18:54.198098+00:00,UP,UP,True,0.8308347129308,11.096698366666669,159.72000000000116,159.72000000000116,4,15.919999999998254,143.8000000000029,False
KXBTC15M-26AUG240100-00,2026-08-24 04:49:26.303417+00:00,DOWN,DOWN,True,0.8411642370218343,10.561609716666668,-132.02000000000407,132.02000000000407,4,0.0,132.02000000000407,False
KXBTC15M-26AUG240115-15,2026-08-24 05:05:27.354558+00:00,UP,UP,True,0.8233976068859385,9.5440907,71.67999999999302,71.67999999999302,4,45.81999999999243,25.860000000000586,False
KXBTC15M-26AUG240130-30,2026-08-24 05:20:04.445664+00:00,DOWN,DOWN,True,0.8450902473577809,9.9259056,-116.36999999999534,116.36999999999534,4,0.0,116.36999999999534,False
KXBTC15M-26AUG240145-45,2026-08-24 05:33:15.352070+00:00,DOWN,UP,False,0.8288102581330056,11.744132166666668,-148.33000000000175,148.33000000000175,4,42.69000000000233,105.63999999999942,False
KXBTC15M-26AUG240215-15,2026-08-24 06:06:57.880352+00:00,DOWN,UP,False,0.8088943441830628,8.035327466666667,-101.83999999999652,101.83999999999652,4,155.5899999999965,-53.75,True
KXBTC15M-26AUG240230-30,2026-08-24 06:21:09.895021+00:00,DOWN,DOWN,True,0.8034292671739249,8.835082983333333,-54.06999999999243,54.06999999999243,4,0.0,54.06999999999243,False
KXBTC15M-26AUG240245-45,2026-08-24 06:35:02.128980+00:00,DOWN,DOWN,True,0.8296457386619209,9.964517,-98.7899999999936,98.7899999999936,4,28.860000000000582,69.92999999999302,False
KXBTC15M-26AUG240300-00,2026-08-24 06:48:21.527094+00:00,UP,UP,True,0.8458385735525684,11.6412151,159.72000000000116,159.72000000000116,4,9.099999999991269,150.6200000000099,False
KXBTC15M-26AUG240330-30,2026-08-24 07:18:07.696435+00:00,DOWN,DOWN,True,0.8022532950874599,11.871726083333334,-119.02999999999884,119.02999999999884,4,24.820000000007,94.20999999999184,False
KXBTC15M-26AUG240345-45,2026-08-24 07:35:34.000646+00:00,DOWN,DOWN,True,0.8303784686290839,9.433322566666668,-115.94000000000231,115.94000000000231,4,30.72999999999591,85.2100000000064,False
KXBTC15M-26AUG240430-30,2026-08-24 08:18:35.093364+00:00,DOWN,DOWN,True,0.8050394707552803,11.4151106,-135.95000000001164,135.95000000001164,4,60.330000000001746,75.6200000000099,False
KXBTC15M-26AUG240445-45,2026-08-24 08:34:13.086182+00:00,UP,UP,True,0.8244793252377461,10.781896966666666,126.27000000000407,126.27000000000407,4,18.539999999993597,107.73000000001048,False
KXBTC15M-26AUG240515-15,2026-08-24 09:03:32.228847+00:00,UP,UP,True,0.8359106042795486,11.46285255,86.7899999999936,86.7899999999936,4,0.0,86.7899999999936,False
KXBTC15M-26AUG240600-00,2026-08-24 09:48:12.154637+00:00,UP,UP,True,0.8170561929461873,11.797422716666668,47.84999999999127,47.84999999999127,4,36.59999999999127,11.25,False
KXBTC15M-26AUG240615-15,2026-08-24 10:04:19.084561+00:00,UP,UP,True,0.8622611027254067,10.681923983333332,136.60000000000582,136.60000000000582,4,118.63000000000466,17.970000000001164,False
KXBTC15M-26AUG240630-30,2026-08-24 10:18:59.589215+00:00,UP,UP,True,0.8094372627937795,11.006846416666669,61.45999999999185,61.45999999999185,4,38.220000000001164,23.239999999990687,False
KXBTC15M-26AUG240645-45,2026-08-24 10:33:18.117135+00:00,UP,DOWN,False,0.8482134733123641,11.69804775,142.2100000000064,142.2100000000064,4,77.38999999999942,64.82000000000698,False
KXBTC15M-26AUG240700-00,2026-08-24 10:50:13.082263+00:00,UP,DOWN,False,0.8124103460198526,9.781962283333334,77.6200000000099,77.6200000000099,4,176.40000000000873,-98.77999999999884,True
KXBTC15M-26AUG240730-30,2026-08-24 11:19:50.762793+00:00,UP,UP,True,0.8004314903485613,10.15395345,35.5,35.5,4,16.729999999995925,18.770000000004075,False
KXBTC15M-26AUG240745-45,2026-08-24 11:33:11.016233+00:00,UP,UP,True,0.8894445795622574,11.816396116666663,168.55999999999767,168.55999999999767,4,0.0,168.55999999999767,False
KXBTC15M-26AUG240800-00,2026-08-24 11:48:20.539255+00:00,DOWN,DOWN,True,0.8500859900319075,11.657679083333331,-203.13999999999945,203.13999999999945,4,0.0,203.13999999999945,False
KXBTC15M-26AUG240815-15,2026-08-24 12:04:21.538673+00:00,DOWN,DOWN,True,0.9150837389863392,10.641022116666669,-177.6999999999971,177.6999999999971,4,0.0,177.6999999999971,False
KXBTC15M-26AUG240900-00,2026-08-24 12:48:32.823096+00:00,UP,UP,True,0.9330022087149696,11.4529484,225.15000000000876,225.15000000000876,2,24.45000000001167,200.6999999999971,False
KXBTC15M-26AUG241215-15,2026-08-24 16:03:51.340475+00:00,UP,UP,True,0.988095238095238,11.144325416666668,306.33000000000175,306.33000000000175,4,31.15000000000873,275.179999999993,False
KXBTC15M-26AUG241230-30,2026-08-24 16:18:35.824911+00:00,UP,UP,True,0.9301075268817204,11.40291815,308.75,308.75,4,0.0,308.75,False
KXBTC15M-26AUG241300-00,2026-08-24 16:51:37.215335+00:00,DOWN,DOWN,True,0.9301075268817204,8.379744416666666,-245.76999999998952,245.76999999998952,4,0.0,245.76999999998952,False
KXBTC15M-26AUG241315-15,2026-08-24 17:03:27.647441+00:00,DOWN,UP,False,0.8928571428571429,11.539209316666668,-368.11999999999534,368.11999999999534,4,252.27999999999884,115.83999999999652,False
KXBTC15M-26AUG241330-30,2026-08-24 17:20:44.090477+00:00,DOWN,DOWN,True,0.8018867924528301,9.265158716666669,-212.82000000000696,212.82000000000696,4,0.0,212.82000000000696,False
KXBTC15M-26AUG241400-00,2026-08-24 17:50:47.131669+00:00,UP,UP,True,0.890625,9.214472183333331,106.36000000000058,106.36000000000058,4,86.63000000000466,19.729999999995925,False
KXBTC15M-26AUG241415-15,2026-08-24 18:05:23.099381+00:00,UP,UP,True,0.8018867924528301,9.615010316666666,161.47000000000116,161.47000000000116,4,127.56000000001222,33.90999999998894,False
KXBTC15M-26AUG241530-30,2026-08-24 19:18:36.875712+00:00,DOWN,DOWN,True,0.8018867924528301,11.3854048,-146.68000000000757,146.68000000000757,4,0.0,146.68000000000757,False
KXBTC15M-26AUG241615-15,2026-08-24 20:04:19.712256+00:00,DOWN,DOWN,True,0.9301075268817204,10.6714624,-190.0100000000093,190.0100000000093,4,98.21000000000639,91.80000000000292,False
KXBTC15M-26AUG241630-30,2026-08-24 20:20:28.678348+00:00,UP,UP,True,0.8018867924528301,9.522027533333333,68.81999999999243,68.81999999999243,4,39.029999999998836,29.7899999999936,False
KXBTC15M-26AUG241645-45,2026-08-24 20:34:46.724216+00:00,UP,UP,True,0.8018867924528301,10.221263066666667,126.76999999998952,126.76999999998952,4,0.0,126.76999999998952,False
KXBTC15M-26AUG241715-15,2026-08-24 21:04:43.828846+00:00,UP,UP,True,0.8018867924528301,10.269519233333334,75.11999999999534,75.11999999999534,4,16.84999999999126,58.27000000000408,False
KXBTC15M-26AUG241730-30,2026-08-24 21:20:27.350344+00:00,DOWN,DOWN,True,0.9301075268817204,9.544160933333334,-160.4100000000035,160.4100000000035,4,74.68000000000757,85.72999999999593,False
KXBTC15M-26AUG241800-00,2026-08-24 21:49:24.584329+00:00,UP,UP,True,0.8928571428571429,10.590261183333332,58.55000000000291,58.55000000000291,4,37.88000000000466,20.669999999998254,False
KXBTC15M-26AUG241845-45,2026-08-24 22:34:31.122710+00:00,UP,UP,True,0.8018867924528301,10.481288166666667,128.66999999999825,128.66999999999825,4,31.40999999998894,97.26000000000931,False
KXBTC15M-26AUG241930-30,2026-08-24 23:20:38.847167+00:00,UP,UP,True,0.890625,9.352547216666666,86.90999999998894,86.90999999998894,4,0.0,86.90999999998894,False
KXBTC15M-26AUG242030-30,2026-08-25 00:18:34.445200+00:00,DOWN,DOWN,True,0.8928571428571429,11.425913333333334,-177.61000000000058,177.61000000000058,4,0.0,177.61000000000058,False
KXBTC15M-26AUG242100-00,2026-08-25 00:48:30.948418+00:00,UP,UP,True,0.8018867924528301,11.484193033333334,246.45999999999185,246.45999999999185,4,58.679999999993015,187.77999999999884,False
KXBTC15M-26AUG242115-15,2026-08-25 01:06:33.341302+00:00,UP,DOWN,False,0.8018867924528301,8.444311633333333,155.35000000000582,155.35000000000582,4,167.8000000000029,-12.44999999999709,True
KXBTC15M-26AUG242315-15,2026-08-25 03:04:17.244553+00:00,UP,UP,True,0.8018867924528301,10.712590783333331,186.3700000000099,186.3700000000099,4,9.520000000004075,176.85000000000582,False
KXBTC15M-26AUG250030-30,2026-08-25 04:20:19.249975+00:00,DOWN,DOWN,True,0.9301075268817204,9.679167083333336,-178.5,178.5,4,82.22000000000116,96.27999999999884,False
KXBTC15M-26AUG250100-00,2026-08-25 04:51:26.152326+00:00,UP,UP,True,0.8018867924528301,8.564127899999999,89.58999999999651,89.58999999999651,4,50.19999999999709,39.38999999999942,False
KXBTC15M-26AUG250115-15,2026-08-25 05:04:09.502575+00:00,UP,UP,True,0.890625,10.84162375,111.02999999999884,111.02999999999884,4,0.0,111.02999999999884,False
KXBTC15M-26AUG250145-45,2026-08-25 05:36:06.559035+00:00,UP,UP,True,0.8928571428571429,8.89068275,119.27999999999884,119.27999999999884,4,29.0,90.27999999999884,False
KXBTC15M-26AUG250245-45,2026-08-25 06:36:01.587583+00:00,DOWN,DOWN,True,0.8018867924528301,8.973540283333334,-118.17999999999302,118.17999999999302,4,0.0,118.17999999999302,False
KXBTC15M-26AUG250315-15,2026-08-25 07:04:19.877473+00:00,UP,UP,True,0.890625,10.668708783333331,203.88999999999945,203.88999999999945,4,0.0,203.88999999999945,False
KXBTC15M-26AUG250400-00,2026-08-25 07:49:01.609088+00:00,DOWN,DOWN,True,0.9301075268817204,10.973181866666666,-384.3100000000122,384.3100000000122,4,0.0,384.3100000000122,False
KXBTC15M-26AUG250430-30,2026-08-25 08:18:23.472018+00:00,UP,UP,True,0.8018867924528301,11.6087997,128.41999999999825,128.41999999999825,4,68.3700000000099,60.04999999998836,False
KXBTC15M-26AUG250500-00,2026-08-25 08:49:27.436571+00:00,DOWN,DOWN,True,0.9301075268817204,10.542723816666667,-187.27000000000407,187.27000000000407,4,17.94000000000233,169.33000000000175,False
KXBTC15M-26AUG250515-15,2026-08-25 09:03:15.421584+00:00,DOWN,DOWN,True,0.8018867924528301,11.7429736,-142.16999999999825,142.16999999999825,4,0.0,142.16999999999825,False
KXBTC15M-26AUG250545-45,2026-08-25 09:34:12.724170+00:00,UP,DOWN,False,0.890625,10.7879305,123.42999999999302,123.42999999999302,4,109.47999999999593,13.94999999999709,False
KXBTC15M-26AUG250600-00,2026-08-25 09:48:21.391829+00:00,DOWN,DOWN,True,0.890625,11.643469516666666,-171.88000000000466,171.88000000000466,4,0.0,171.88000000000466,False
KXBTC15M-26AUG250630-30,2026-08-25 10:19:18.596860+00:00,UP,DOWN,False,0.8018867924528301,10.690052333333334,115.69000000000231,115.69000000000231,4,60.11000000000056,55.58000000000175,False
KXBTC15M-26AUG250730-30,2026-08-25 11:21:44.279770+00:00,UP,UP,True,0.890625,8.262003833333333,116.93000000000757,116.93000000000757,4,0.0,116.93000000000757,False
KXBTC15M-26AUG250745-45,2026-08-25 11:35:30.890675+00:00,UP,DOWN,False,0.890625,9.485155416666666,128.14999999999418,128.14999999999418,4,0.0,128.14999999999418,False
KXBTC15M-26AUG250815-15,2026-08-25 12:04:52.121051+00:00,DOWN,DOWN,True,0.8928571428571429,10.131315816666667,-191.1600000000035,191.1600000000035,4,0.0,191.1600000000035,False
KXBTC15M-26AUG250900-00,2026-08-25 12:50:12.257726+00:00,UP,UP,True,0.8018867924528301,9.795704566666666,138.63000000000466,138.63000000000466,4,0.0,138.63000000000466,False
KXBTC15M-26AUG250915-15,2026-08-25 13:06:09.989316+00:00,UP,DOWN,False,0.8018867924528301,8.833511399999999,92.19000000000231,92.19000000000231,4,253.5100000000093,-161.32000000000698,True
KXBTC15M-26AUG250930-30,2026-08-25 13:18:44.181812+00:00,DOWN,DOWN,True,0.8928571428571429,11.263636466666666,-179.5899999999965,179.5899999999965,4,105.38000000000466,74.20999999999185,False
KXBTC15M-26AUG250945-45,2026-08-25 13:33:27.044063+00:00,UP,UP,True,0.8018867924528301,11.549265616666666,188.57000000000696,188.57000000000696,4,0.0,188.57000000000696,False
KXBTC15M-26AUG251000-00,2026-08-25 13:48:31.159703+00:00,DOWN,DOWN,True,0.8018867924528301,11.480671616666664,-190.9499999999971,190.9499999999971,4,4.19999999999709,186.75,False
KXBTC15M-26AUG251015-15,2026-08-25 14:05:00.157851+00:00,UP,UP,True,0.8928571428571429,9.99736915,201.4899999999907,201.4899999999907,4,0.0,201.4899999999907,False
KXBTC15M-26AUG251130-30,2026-08-25 15:20:10.488561+00:00,UP,UP,True,0.8018867924528301,9.82519065,140.09999999999127,140.09999999999127,4,66.93999999998778,73.16000000000349,False
KXBTC15M-26AUG251145-45,2026-08-25 15:36:08.171359+00:00,UP,UP,True,0.8018867924528301,8.863810683333332,170.39999999999418,170.39999999999418,4,7.889999999999418,162.50999999999476,False
KXBTC15M-26AUG251445-45,2026-08-25 18:36:59.578019+00:00,DOWN,DOWN,True,0.890625,8.007033016666666,-132.43000000000757,132.43000000000757,4,12.479999999995925,119.95000000001164,False
KXBTC15M-26AUG251530-30,2026-08-25 19:20:02.457742+00:00,UP,DOWN,False,0.8018867924528301,9.959037633333333,84.63999999999942,84.63999999999942,4,85.61000000000058,-0.9700000000011642,True
KXBTC15M-26AUG251600-00,2026-08-25 19:51:56.810572+00:00,UP,UP,True,0.8018867924528301,8.053157133333334,118.75,118.75,4,0.0,118.75,False
KXBTC15M-26AUG251615-15,2026-08-25 20:04:15.725822+00:00,DOWN,DOWN,True,0.9301075268817204,10.737902966666669,-213.40000000000876,213.40000000000876,4,96.97000000000119,116.43000000000757,False
KXBTC15M-26AUG251630-30,2026-08-25 20:19:41.784519+00:00,UP,DOWN,False,0.8018867924528301,10.30359135,101.8799999999901,101.8799999999901,4,58.2899999999936,43.58999999999651,False
KXBTC15M-26AUG251700-00,2026-08-25 20:48:23.204181+00:00,DOWN,DOWN,True,0.8928571428571429,11.61326365,-237.36000000000055,237.36000000000055,4,171.6599999999889,65.70000000001164,False
KXBTC15M-26AUG251815-15,2026-08-25 22:05:43.935703+00:00,UP,UP,True,0.890625,9.267738283333331,144.13999999999942,144.13999999999942,4,0.0,144.13999999999942,False
KXBTC15M-26AUG251845-45,2026-08-25 22:33:30.630121+00:00,UP,UP,True,0.8018867924528301,11.489497983333331,178.80999999999767,178.80999999999767,4,1.1500000000087311,177.65999999998894,False
KXBTC15M-26AUG251900-00,2026-08-25 22:50:17.106495+00:00,UP,UP,True,0.890625,9.71489175,97.38000000000466,97.38000000000466,4,9.639999999999418,87.74000000000524,False
KXBTC15M-26AUG251915-15,2026-08-25 23:05:29.994333+00:00,UP,UP,True,0.8018867924528301,9.50009445,67.55000000000291,67.55000000000291,4,111.94000000000233,-44.38999999999942,True
KXBTC15M-26AUG251930-30,2026-08-25 23:19:17.087479+00:00,DOWN,DOWN,True,0.8018867924528301,10.715208683333334,-139.58000000000175,139.58000000000175,4,0.0,139.58000000000175,False
KXBTC15M-26AUG252000-00,2026-08-25 23:51:04.369678+00:00,DOWN,DOWN,True,0.8018867924528301,8.927172033333333,-120.65000000000872,120.65000000000872,4,2.6100000000005537,118.04000000000816,False
KXBTC15M-26AUG252030-30,2026-08-26 00:19:21.032377+00:00,UP,UP,True,0.8928571428571429,10.649460383333333,212.9499999999971,212.9499999999971,4,67.86000000000058,145.0899999999965,False
KXBTC15M-26AUG252100-00,2026-08-26 00:48:27.752509+00:00,UP,UP,True,0.8018867924528301,11.537458183333332,105.58999999999652,105.58999999999652,4,0.0,105.58999999999652,False
KXBTC15M-26AUG252115-15,2026-08-26 01:05:11.875734+00:00,UP,UP,True,0.8928571428571429,9.8020711,184.08000000000172,184.08000000000172,4,0.0,184.08000000000172,False
KXBTC15M-26AUG252130-30,2026-08-26 01:20:09.946951+00:00,UP,DOWN,False,0.8928571428571429,9.834217483333331,131.97000000000116,131.97000000000116,4,11.550000000002925,120.41999999999824,False
KXBTC15M-26AUG252145-45,2026-08-26 01:33:22.009018+00:00,UP,UP,True,0.8018867924528301,11.633183033333331,177.97000000000116,177.97000000000116,4,22.479999999995925,155.49000000000524,False
KXBTC15M-26AUG252230-30,2026-08-26 02:20:12.204993+00:00,UP,UP,True,0.8018867924528301,9.796583450000002,124.72999999999593,124.72999999999593,4,22.220000000001164,102.50999999999476,False
KXBTC15M-26AUG260015-15,2026-08-26 04:04:24.069385+00:00,DOWN,DOWN,True,0.8018867924528301,10.598843583333332,-121.44999999999708,121.44999999999708,4,107.37999999999009,14.070000000006983,False
KXBTC15M-26AUG260030-30,2026-08-26 04:19:40.533873+00:00,UP,DOWN,False,0.8018867924528301,10.32443545,116.2899999999936,116.2899999999936,4,94.25,22.0399999999936,False
KXBTC15M-26AUG260100-00,2026-08-26 04:48:14.402245+00:00,DOWN,DOWN,True,0.890625,11.759962583333332,-162.74000000000524,162.74000000000524,4,64.90000000000872,97.83999999999652,False
KXBTC15M-26AUG260115-15,2026-08-26 05:06:04.577489+00:00,DOWN,UP,False,0.8928571428571429,8.923708516666666,-142.20999999999185,142.20999999999185,4,45.28999999999361,96.91999999999824,False
KXBTC15M-26AUG260130-30,2026-08-26 05:20:06.490823+00:00,DOWN,UP,False,0.9301075268817204,9.891819616666668,-157.54000000000815,157.54000000000815,4,126.73000000001048,30.80999999999767,False
KXBTC15M-26AUG260845-45,2026-08-26 12:34:50.757113+00:00,DOWN,DOWN,True,0.8018867924528301,10.154048116666669,-206.86000000000055,206.86000000000055,4,0.12999999999007628,206.73000000001048,False
KXBTC15M-26AUG260945-45,2026-08-26 13:34:35.600720+00:00,UP,UP,True,0.9301075268817204,10.406654666666666,271.8799999999901,271.8799999999901,4,50.76999999998955,221.11000000000055,False
KXBTC15M-26AUG261000-00,2026-08-26 13:51:28.570915+00:00,DOWN,DOWN,True,0.9301075268817204,8.523818083333333,-175.00999999999476,175.00999999999476,4,0.0,175.00999999999476,False
KXBTC15M-26AUG261015-15,2026-08-26 14:06:01.820819+00:00,UP,UP,True,0.8018867924528301,8.969653016666665,99.55999999999769,99.55999999999769,4,5.100000000005849,94.45999999999184,False
KXBTC15M-26AUG261145-45,2026-08-26 15:35:02.141901+00:00,DOWN,DOWN,True,0.9301075268817204,9.96430165,-182.2599999999948,182.2599999999948,4,20.990000000005267,161.26999999998952,False
KXBTC15M-26AUG261200-00,2026-08-26 15:49:08.920076+00:00,UP,DOWN,False,0.8018867924528301,10.851332066666666,98.70999999999184,98.70999999999184,4,53.61999999999533,45.08999999999651,False
KXBTC15M-26AUG261215-15,2026-08-26 16:04:43.203673+00:00,UP,UP,True,0.8018867924528301,10.279938783333334,99.94000000000231,99.94000000000231,4,6.589999999996493,93.35000000000582,False
KXBTC15M-26AUG261245-45,2026-08-26 16:36:08.324460+00:00,UP,DOWN,False,0.890625,8.861258999999999,101.16000000000348,101.16000000000348,4,142.90000000000873,-41.74000000000524,True
KXBTC15M-26AUG261300-00,2026-08-26 16:48:31.692183+00:00,UP,UP,True,0.8928571428571429,11.47179695,226.88999999999945,226.88999999999945,4,21.929999999993044,204.9600000000064,False
KXBTC15M-26AUG261315-15,2026-08-26 17:05:52.562785+00:00,UP,UP,True,0.8018867924528301,9.123953583333334,65.77999999999884,65.77999999999884,4,3.6900000000023283,62.08999999999651,False
KXBTC15M-26AUG261330-30,2026-08-26 17:20:00.955509+00:00,UP,UP,True,0.890625,9.98407485,126.40999999998894,126.40999999998894,4,1.5499999999883585,124.86000000000058,False
KXBTC15M-26AUG261400-00,2026-08-26 17:48:19.551748+00:00,DOWN,DOWN,True,0.8018867924528301,11.674137533333331,-149.73000000001048,149.73000000001048,4,60.220000000001164,89.51000000000931,False
KXBTC15M-26AUG261415-15,2026-08-26 18:04:45.221607+00:00,UP,UP,True,0.8018867924528301,10.246306550000002,90.73000000001048,90.73000000001048,4,62.26000000000931,28.470000000001164,False
KXBTC15M-26AUG261500-00,2026-08-26 18:48:30.266873+00:00,UP,UP,True,0.890625,11.495552116666666,108.0,108.0,4,34.60000000000582,73.39999999999418,False
KXBTC15M-26AUG261530-30,2026-08-26 19:18:44.100509+00:00,UP,UP,True,0.8018867924528301,11.264991516666669,35.10000000000582,35.10000000000582,4,89.66999999999825,-54.56999999999243,True
KXBTC15M-26AUG261615-15,2026-08-26 20:05:45.355978+00:00,UP,DOWN,False,0.8018867924528301,9.244067033333332,66.54000000000815,66.54000000000815,4,5.120000000009895,61.419999999998254,False
KXBTC15M-26AUG261815-15,2026-08-26 22:05:30.766826+00:00,UP,UP,True,0.9301075268817204,9.487219566666663,106.72000000000116,106.72000000000116,4,41.779999999998836,64.94000000000233,False
KXBTC15M-26AUG261830-30,2026-08-26 22:20:35.544428+00:00,UP,UP,True,0.890625,9.407592866666668,138.74000000000524,138.74000000000524,4,0.0,138.74000000000524,False
KXBTC15M-26AUG261845-45,2026-08-26 22:36:31.440108+00:00,DOWN,DOWN,True,0.890625,8.4759982,-117.93000000000757,117.93000000000757,4,0.0,117.93000000000757,False
KXBTC15M-26AUG270045-45,2026-08-27 04:35:25.618188+00:00,DOWN,UP,False,0.8018867924528301,9.5730302,-99.44000000000231,99.44000000000231,4,32.16999999999824,67.27000000000407,False
KXBTC15M-26AUG270100-00,2026-08-27 04:51:49.135939+00:00,DOWN,DOWN,True,0.890625,8.181067683333334,-112.41999999999824,112.41999999999824,4,23.949999999997075,88.47000000000116,False
KXBTC15M-26AUG270115-15,2026-08-27 05:06:32.548751+00:00,DOWN,DOWN,True,0.890625,8.457520816666667,-111.55999999999769,111.55999999999769,4,22.619999999995358,88.94000000000233,False
