ticker,target_brti,final_brti,result,target_cb_close,target_cb_ohlc4,target_cb_hl2,final_cb_close,final_cb_ohlc4,final_cb_hl2,target_err_close,final_err_close,target_err_ohlc4,final_err_ohlc4,target_err_hl2,final_err_hl2
KXBTC15M-26AUG161030-30,62994.98,63017.91,yes,62994.42,62994.71000000001,62995.240000000005,63004.44,63014.35249999999,63014.295,-0.5600000000049477,-13.470000000001164,-0.2699999999967986,-3.5575000000098953,0.26000000000203727,-3.6150000000052387
KXBTC15M-26AUG161045-45,63017.91,63030.4,yes,63004.44,63014.35249999999,63014.295,63029.41,63030.04,63030.04,-13.470000000001164,-0.9899999999979627,-3.5575000000098953,-0.3600000000005821,-3.6150000000052387,-0.3600000000005821
KXBTC15M-26AUG161100-00,63030.4,63037.14,yes,63029.41,63030.04,63030.04,63037.75,63036.2275,63034.51,-0.9899999999979627,0.6100000000005821,-0.3600000000005821,-0.9124999999985448,-0.3600000000005821,-2.6299999999973807
KXBTC15M-26AUG161115-15,63037.14,63040.21,yes,63037.75,63036.2275,63034.51,63036.35,63037.1625,63037.16,0.6100000000005821,-3.860000000000582,-0.9124999999985448,-3.047500000000582,-2.6299999999973807,-3.0499999999956344
KXBTC15M-26AUG161130-30,63040.21,63046.2,yes,63036.35,63037.1625,63037.16,63047.0,63046.6875,63046.37,-3.860000000000582,0.8000000000029104,-3.047500000000582,0.4875000000029104,-3.0499999999956344,0.17000000000552973
KXBTC15M-26AUG161145-45,63046.2,63054.92,yes,63047.0,63046.6875,63046.37,63043.1,63049.925,63049.925,0.8000000000029104,-11.819999999999709,0.4875000000029104,-4.994999999995343,0.17000000000552973,-4.994999999995343
KXBTC15M-26AUG161200-00,63054.92,63072.82,yes,63043.1,63049.925,63049.925,63072.49,63069.737499999996,63069.735,-11.819999999999709,-0.33000000000174623,-4.994999999995343,-3.0825000000040745,-4.994999999995343,-3.084999999999127
KXBTC15M-26AUG161215-15,63072.82,63139.21,yes,63072.49,63069.737499999996,63069.735,63137.84,63136.377499999995,63134.56,-0.33000000000174623,-1.3700000000026193,-3.0825000000040745,-2.8325000000040745,-3.084999999999127,-4.650000000001455
KXBTC15M-26AUG161230-30,63139.21,63260.46,yes,63137.84,63136.377499999995,63134.56,63252.16,63256.115,63256.115000000005,-1.3700000000026193,-8.299999999995634,-2.8325000000040745,-4.345000000001164,-4.650000000001455,-4.344999999993888
KXBTC15M-26AUG161245-45,63260.46,63227.66,no,63252.16,63256.115,63256.115000000005,63220.87,63222.4075,63221.545,-8.299999999995634,-6.790000000000873,-4.345000000001164,-5.252500000002328,-4.344999999993888,-6.115000000005239
KXBTC15M-26AUG161300-00,63227.66,63191.92,no,63220.87,63222.4075,63221.545,63186.92,63192.2625,63192.26,-6.790000000000873,-5.0,-5.252500000002328,0.34249999999883585,-6.115000000005239,0.3400000000037835
KXBTC15M-26AUG161315-15,63191.92,63155.57,no,63186.92,63192.2625,63192.26,63150.67,63148.802500000005,63149.869999999995,-5.0,-4.900000000001455,0.34249999999883585,-6.76749999999447,0.3400000000037835,-5.700000000004366
