fair_min,max_time_left,early_boundary,early_gap,late_gap,min_support,min_dist_range,calls,contracts,coverage,accuracy,avg_time_left,median_time_left,pct_calls_5plus_min_left,avg_gap,avg_fair,validation_rank
0.92,10.0,7.0,125.0,100.0,0,0.0,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2027
0.92,10.0,7.0,125.0,100.0,0,0.5,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2028
0.92,10.0,7.0,150.0,50.0,0,0.0,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2029
0.92,10.0,7.0,150.0,50.0,0,0.5,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2030
0.92,10.0,7.0,150.0,75.0,0,0.0,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2031
0.92,10.0,7.0,150.0,75.0,0,0.5,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2032
0.92,10.0,7.0,150.0,100.0,0,0.0,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2033
0.92,10.0,7.0,150.0,100.0,0,0.5,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2034
0.92,10.0,8.0,75.0,50.0,0,0.0,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2035
0.92,10.0,8.0,75.0,50.0,0,0.5,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2036
0.92,10.0,8.0,75.0,75.0,0,0.0,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2037
0.92,10.0,8.0,75.0,75.0,0,0.5,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2038
0.92,10.0,8.0,75.0,100.0,0,0.0,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2039
0.92,10.0,8.0,75.0,100.0,0,0.5,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2040
0.92,10.0,8.0,90.0,50.0,0,0.0,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2041
0.92,10.0,8.0,90.0,50.0,0,0.5,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2042
0.92,10.0,8.0,90.0,75.0,0,0.0,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2043
0.92,10.0,8.0,90.0,75.0,0,0.5,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2044
0.92,10.0,8.0,90.0,100.0,0,0.0,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2045
0.92,10.0,8.0,90.0,100.0,0,0.5,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2046
0.92,10.0,8.0,100.0,50.0,0,0.0,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2047
0.92,10.0,8.0,100.0,50.0,0,0.5,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2048
0.92,10.0,8.0,100.0,75.0,0,0.0,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2049
0.92,10.0,8.0,100.0,75.0,0,0.5,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2050
0.92,10.0,8.0,100.0,100.0,0,0.0,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2051
0.92,10.0,8.0,100.0,100.0,0,0.5,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2052
0.92,10.0,8.0,110.0,50.0,0,0.0,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2053
0.92,10.0,8.0,110.0,50.0,0,0.5,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2054
0.92,10.0,8.0,110.0,75.0,0,0.0,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2055
0.92,10.0,8.0,110.0,75.0,0,0.5,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2056
0.92,10.0,8.0,110.0,100.0,0,0.0,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2057
0.92,10.0,8.0,110.0,100.0,0,0.5,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2058
0.92,10.0,8.0,125.0,50.0,0,0.0,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2059
0.92,10.0,8.0,125.0,50.0,0,0.5,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2060
0.92,10.0,8.0,125.0,75.0,0,0.0,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2061
0.92,10.0,8.0,125.0,75.0,0,0.5,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2062
0.92,10.0,8.0,125.0,100.0,0,0.0,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2063
0.92,10.0,8.0,125.0,100.0,0,0.5,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2064
0.92,10.0,8.0,150.0,50.0,0,0.0,34,99,0.3434343434343434,0.9411764705882353,6.382352941176471,7.0,0.8529411764705882,261.0173529411755,0.9204938545336631,2065
