rule,flagged,misses_caught,total_misses,good_flagged,kept,kept_accuracy,capture
180s_worst_ask_change <= -0.052 AND 300s_worst_ask_change <= 0,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= -0.052 AND 360s_worst_distance_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= -0.052 AND 360s_worst_fair_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= -0.052 AND 360s_worst_ask_change <= 0,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= -0.052 AND 420s_worst_distance_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= -0.052 AND 420s_worst_fair_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= -0.052 AND 420s_worst_ask_change <= 0,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= -0.052 AND 480s_worst_distance_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= -0.052 AND 480s_worst_fair_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= -0.052 AND 480s_worst_ask_change <= 0,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= 0 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= 0 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= 0 AND 240s_worst_ask_change <= -0.061,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= 0 AND 300s_worst_ask_change <= -0.061,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= 0 AND 360s_worst_ask_change <= -0.081,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= 0 AND 420s_worst_ask_change <= -0.093,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_distance_drop >= 0 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_distance_drop >= 0 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_distance_drop >= 0 AND 300s_worst_ask_change <= -0.061,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_distance_drop >= 0 AND 360s_worst_ask_change <= -0.081,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_distance_drop >= 0 AND 420s_worst_ask_change <= -0.093,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_distance_drop <= 62.0845 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_distance_drop <= 62.0845 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_fair_drop >= 0 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_fair_drop >= 0 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_fair_drop >= 0 AND 300s_worst_ask_change <= -0.061,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_fair_drop >= 0 AND 360s_worst_ask_change <= -0.081,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_fair_drop >= 0 AND 420s_worst_ask_change <= -0.093,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_fair_drop <= 0.271366 AND 480s_worst_ask_change <= -0.12,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_ask_change <= -0.061 AND initial_signed_distance <= 210.498,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_ask_change <= -0.061 AND initial_signed_distance <= 246.149,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_ask_change <= -0.061 AND rescore_initial_signed_distance <= 210.498,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_ask_change <= -0.061 AND rescore_initial_signed_distance <= 246.149,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_ask_change <= -0.061 AND 30s_worst_distance_drop <= 0,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_ask_change <= -0.061 AND 30s_worst_distance_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_ask_change <= -0.061 AND 30s_worst_fair_drop <= 0,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_ask_change <= -0.061 AND 30s_worst_fair_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_ask_change <= -0.061 AND 30s_worst_ask_change <= 0,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_ask_change <= -0.061 AND 30s_worst_ask_change >= 0,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_ask_change <= -0.061 AND 60s_worst_distance_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_ask_change <= -0.061 AND 60s_worst_fair_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_ask_change <= -0.061 AND 60s_worst_ask_change <= 0,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_ask_change <= -0.061 AND 90s_worst_distance_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_ask_change <= -0.061 AND 90s_worst_fair_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_ask_change <= -0.061 AND 90s_worst_ask_change <= 0,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_ask_change <= -0.061 AND 240s_worst_distance_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_ask_change <= -0.061 AND 240s_worst_fair_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_ask_change <= -0.061 AND 300s_worst_distance_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_ask_change <= -0.061 AND 300s_worst_fair_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_ask_change <= -0.061 AND 300s_worst_ask_change <= -0.061,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_ask_change <= -0.061 AND 300s_worst_ask_change <= 0,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_ask_change <= -0.061 AND 360s_worst_distance_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_ask_change <= -0.061 AND 360s_worst_fair_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_ask_change <= -0.061 AND 360s_worst_ask_change <= 0,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_ask_change <= -0.061 AND 420s_worst_distance_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_ask_change <= -0.061 AND 420s_worst_fair_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_ask_change <= -0.061 AND 420s_worst_ask_change <= 0,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_ask_change <= -0.061 AND 480s_worst_distance_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_ask_change <= -0.061 AND 480s_worst_fair_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_ask_change <= -0.061 AND 480s_worst_ask_change <= 0,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_ask_change <= 0 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_ask_change <= 0 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_ask_change <= 0 AND 300s_worst_ask_change <= -0.061,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_ask_change <= 0 AND 360s_worst_ask_change <= -0.081,11,2,5,9,84,0.9642857142857143,0.4
240s_worst_ask_change <= 0 AND 420s_worst_ask_change <= -0.093,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_distance_drop >= 0 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_distance_drop >= 0 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_distance_drop >= 0 AND 360s_worst_ask_change <= -0.081,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_distance_drop >= 0 AND 420s_worst_ask_change <= -0.093,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_distance_drop <= 62.498 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_distance_drop <= 62.498 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_distance_drop <= 68.579 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_distance_drop <= 68.579 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_fair_drop >= 0 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_fair_drop >= 0 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_fair_drop >= 0 AND 360s_worst_ask_change <= -0.081,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_fair_drop >= 0 AND 420s_worst_ask_change <= -0.093,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_fair_drop <= 0.290259 AND 480s_worst_ask_change <= -0.12,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_ask_change <= -0.061 AND initial_signed_distance <= 210.498,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_ask_change <= -0.061 AND initial_signed_distance <= 246.149,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_ask_change <= -0.061 AND rescore_initial_signed_distance <= 210.498,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_ask_change <= -0.061 AND rescore_initial_signed_distance <= 246.149,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_ask_change <= -0.061 AND 30s_worst_distance_drop <= 0,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_ask_change <= -0.061 AND 30s_worst_distance_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_ask_change <= -0.061 AND 30s_worst_fair_drop <= 0,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_ask_change <= -0.061 AND 30s_worst_fair_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_ask_change <= -0.061 AND 30s_worst_ask_change <= 0,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_ask_change <= -0.061 AND 30s_worst_ask_change >= 0,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_ask_change <= -0.061 AND 60s_worst_distance_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_ask_change <= -0.061 AND 60s_worst_fair_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_ask_change <= -0.061 AND 60s_worst_ask_change <= 0,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_ask_change <= -0.061 AND 90s_worst_distance_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_ask_change <= -0.061 AND 90s_worst_fair_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_ask_change <= -0.061 AND 90s_worst_ask_change <= 0,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_ask_change <= -0.061 AND 300s_worst_distance_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_ask_change <= -0.061 AND 300s_worst_fair_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_ask_change <= -0.061 AND 360s_worst_distance_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_ask_change <= -0.061 AND 360s_worst_fair_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_ask_change <= -0.061 AND 360s_worst_ask_change <= 0,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_ask_change <= -0.061 AND 420s_worst_distance_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_ask_change <= -0.061 AND 420s_worst_fair_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_ask_change <= -0.061 AND 420s_worst_ask_change <= 0,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_ask_change <= -0.061 AND 480s_worst_distance_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_ask_change <= -0.061 AND 480s_worst_fair_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_ask_change <= -0.061 AND 480s_worst_ask_change <= 0,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_ask_change <= 0 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_ask_change <= 0 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_ask_change <= 0 AND 360s_worst_ask_change <= -0.081,11,2,5,9,84,0.9642857142857143,0.4
300s_worst_ask_change <= 0 AND 420s_worst_ask_change <= -0.093,11,2,5,9,84,0.9642857142857143,0.4
360s_worst_distance_drop >= 0 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
360s_worst_distance_drop >= 0 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
360s_worst_distance_drop >= 0 AND 420s_worst_ask_change <= -0.093,11,2,5,9,84,0.9642857142857143,0.4
360s_worst_distance_drop <= 68.945 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
360s_worst_distance_drop <= 68.945 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
360s_worst_distance_drop <= 77.905 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
360s_worst_distance_drop <= 77.905 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
360s_worst_fair_drop >= 0 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
360s_worst_fair_drop >= 0 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
360s_worst_fair_drop >= 0 AND 420s_worst_ask_change <= -0.093,11,2,5,9,84,0.9642857142857143,0.4
360s_worst_fair_drop <= 0.305783 AND 480s_worst_ask_change <= -0.12,11,2,5,9,84,0.9642857142857143,0.4
360s_worst_ask_change <= -0.081 AND initial_signed_distance <= 210.498,11,2,5,9,84,0.9642857142857143,0.4
360s_worst_ask_change <= -0.081 AND initial_signed_distance <= 246.149,11,2,5,9,84,0.9642857142857143,0.4
360s_worst_ask_change <= -0.081 AND rescore_initial_signed_distance <= 210.498,11,2,5,9,84,0.9642857142857143,0.4
360s_worst_ask_change <= -0.081 AND rescore_initial_signed_distance <= 246.149,11,2,5,9,84,0.9642857142857143,0.4
360s_worst_ask_change <= -0.081 AND 60s_worst_distance_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
360s_worst_ask_change <= -0.081 AND 60s_worst_fair_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
360s_worst_ask_change <= -0.081 AND 60s_worst_ask_change <= 0,11,2,5,9,84,0.9642857142857143,0.4
360s_worst_ask_change <= -0.081 AND 90s_worst_distance_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
360s_worst_ask_change <= -0.081 AND 90s_worst_fair_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
360s_worst_ask_change <= -0.081 AND 90s_worst_ask_change <= 0,11,2,5,9,84,0.9642857142857143,0.4
360s_worst_ask_change <= -0.081 AND 360s_worst_distance_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
360s_worst_ask_change <= -0.081 AND 360s_worst_fair_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
360s_worst_ask_change <= -0.081 AND 420s_worst_distance_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
360s_worst_ask_change <= -0.081 AND 420s_worst_fair_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
360s_worst_ask_change <= -0.081 AND 420s_worst_ask_change <= 0,11,2,5,9,84,0.9642857142857143,0.4
360s_worst_ask_change <= -0.081 AND 480s_worst_distance_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
360s_worst_ask_change <= -0.081 AND 480s_worst_fair_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
360s_worst_ask_change <= -0.081 AND 480s_worst_ask_change <= 0,11,2,5,9,84,0.9642857142857143,0.4
360s_worst_ask_change <= 0 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
360s_worst_ask_change <= 0 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
360s_worst_ask_change <= 0 AND 420s_worst_ask_change <= -0.093,11,2,5,9,84,0.9642857142857143,0.4
420s_worst_distance_drop >= 0 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
420s_worst_distance_drop >= 0 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
420s_worst_distance_drop <= 79.943 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
420s_worst_distance_drop <= 79.943 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
420s_worst_distance_drop <= 96.4115 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
420s_worst_distance_drop <= 96.4115 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
420s_worst_distance_drop <= 96.4115 AND 90s_worst_fair_drop >= 0.16451,11,2,5,9,84,0.9642857142857143,0.4
420s_worst_fair_drop >= 0 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
420s_worst_fair_drop >= 0 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
420s_worst_fair_drop >= 0.288016 AND 60s_worst_ask_change >= -0.0575,11,2,5,9,84,0.9642857142857143,0.4
420s_worst_fair_drop >= 0.288016 AND 90s_worst_ask_change >= -0.0575,11,2,5,9,84,0.9642857142857143,0.4
420s_worst_ask_change <= -0.093 AND initial_signed_distance <= 210.498,11,2,5,9,84,0.9642857142857143,0.4
420s_worst_ask_change <= -0.093 AND initial_signed_distance <= 246.149,11,2,5,9,84,0.9642857142857143,0.4
420s_worst_ask_change <= -0.093 AND rescore_initial_signed_distance <= 210.498,11,2,5,9,84,0.9642857142857143,0.4
420s_worst_ask_change <= -0.093 AND rescore_initial_signed_distance <= 246.149,11,2,5,9,84,0.9642857142857143,0.4
420s_worst_ask_change <= -0.093 AND 60s_worst_distance_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
420s_worst_ask_change <= -0.093 AND 60s_worst_fair_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
420s_worst_ask_change <= -0.093 AND 60s_worst_ask_change <= 0,11,2,5,9,84,0.9642857142857143,0.4
420s_worst_ask_change <= -0.093 AND 90s_worst_distance_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
420s_worst_ask_change <= -0.093 AND 90s_worst_fair_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
420s_worst_ask_change <= -0.093 AND 90s_worst_ask_change <= 0,11,2,5,9,84,0.9642857142857143,0.4
420s_worst_ask_change <= -0.093 AND 420s_worst_distance_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
420s_worst_ask_change <= -0.093 AND 420s_worst_fair_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
420s_worst_ask_change <= -0.093 AND 480s_worst_distance_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
420s_worst_ask_change <= -0.093 AND 480s_worst_fair_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
420s_worst_ask_change <= -0.093 AND 480s_worst_ask_change <= -0.12,11,2,5,9,84,0.9642857142857143,0.4
420s_worst_ask_change <= -0.093 AND 480s_worst_ask_change <= 0,11,2,5,9,84,0.9642857142857143,0.4
420s_worst_ask_change <= 0 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
420s_worst_ask_change <= 0 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
480s_worst_distance_drop >= 0 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
480s_worst_distance_drop >= 0 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
480s_worst_distance_drop <= 90.534 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
480s_worst_distance_drop <= 90.534 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
480s_worst_distance_drop <= 107.438 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
480s_worst_distance_drop <= 107.438 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
480s_worst_distance_drop <= 107.438 AND 60s_worst_fair_drop >= 0.134555,11,2,5,9,84,0.9642857142857143,0.4
480s_worst_distance_drop <= 107.438 AND 90s_worst_fair_drop >= 0.16451,11,2,5,9,84,0.9642857142857143,0.4
480s_worst_fair_drop >= 0 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
480s_worst_fair_drop >= 0 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
480s_worst_fair_drop >= 0.328527 AND 60s_worst_ask_change >= -0.0575,11,2,5,9,84,0.9642857142857143,0.4
480s_worst_fair_drop >= 0.328527 AND 90s_worst_ask_change >= -0.0575,11,2,5,9,84,0.9642857142857143,0.4
480s_worst_ask_change <= -0.12 AND 60s_worst_distance_drop <= 51.034,11,2,5,9,84,0.9642857142857143,0.4
480s_worst_ask_change <= -0.12 AND 90s_worst_distance_drop <= 51.034,11,2,5,9,84,0.9642857142857143,0.4
480s_worst_ask_change <= 0 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
480s_worst_ask_change <= 0 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
120s_worst_distance_drop >= 0 AND 120s_worst_fair_drop >= 0.195329,12,2,5,10,83,0.963855421686747,0.4
120s_worst_fair_drop >= 0.195329 AND initial_signed_distance <= 210.498,12,2,5,10,83,0.963855421686747,0.4
120s_worst_fair_drop >= 0.195329 AND initial_signed_distance <= 246.149,12,2,5,10,83,0.963855421686747,0.4
120s_worst_fair_drop >= 0.195329 AND rescore_initial_signed_distance <= 210.498,12,2,5,10,83,0.963855421686747,0.4
120s_worst_fair_drop >= 0.195329 AND rescore_initial_signed_distance <= 246.149,12,2,5,10,83,0.963855421686747,0.4
120s_worst_fair_drop >= 0.195329 AND 30s_worst_distance_drop <= 0,12,2,5,10,83,0.963855421686747,0.4
120s_worst_fair_drop >= 0.195329 AND 30s_worst_distance_drop >= 0,12,2,5,10,83,0.963855421686747,0.4
120s_worst_fair_drop >= 0.195329 AND 30s_worst_fair_drop >= 0,12,2,5,10,83,0.963855421686747,0.4
120s_worst_fair_drop >= 0.195329 AND 30s_worst_ask_change <= 0,12,2,5,10,83,0.963855421686747,0.4
120s_worst_fair_drop >= 0.195329 AND 30s_worst_ask_change >= 0,12,2,5,10,83,0.963855421686747,0.4
120s_worst_fair_drop >= 0.195329 AND 60s_worst_distance_drop >= 0,12,2,5,10,83,0.963855421686747,0.4
120s_worst_fair_drop >= 0.195329 AND 60s_worst_fair_drop >= 0,12,2,5,10,83,0.963855421686747,0.4
120s_worst_fair_drop >= 0.195329 AND 60s_worst_ask_change <= 0,12,2,5,10,83,0.963855421686747,0.4
120s_worst_fair_drop >= 0.195329 AND 90s_worst_distance_drop >= 0,12,2,5,10,83,0.963855421686747,0.4
120s_worst_fair_drop >= 0.195329 AND 90s_worst_fair_drop >= 0,12,2,5,10,83,0.963855421686747,0.4
120s_worst_fair_drop >= 0.195329 AND 90s_worst_ask_change <= 0,12,2,5,10,83,0.963855421686747,0.4
120s_worst_fair_drop >= 0.195329 AND 180s_worst_distance_drop >= 0,12,2,5,10,83,0.963855421686747,0.4
120s_worst_fair_drop >= 0.195329 AND 180s_worst_fair_drop >= 0,12,2,5,10,83,0.963855421686747,0.4
120s_worst_fair_drop >= 0.195329 AND 180s_worst_ask_change <= 0,12,2,5,10,83,0.963855421686747,0.4
120s_worst_fair_drop >= 0.195329 AND 240s_worst_distance_drop >= 0,12,2,5,10,83,0.963855421686747,0.4
120s_worst_fair_drop >= 0.195329 AND 240s_worst_fair_drop >= 0,12,2,5,10,83,0.963855421686747,0.4
