rule,flagged,misses_caught,total_misses,good_flagged,kept,kept_accuracy,capture
90s_worst_ask_change >= -0.0575 AND 90s_worst_fair_drop >= 0.16451,9,2,5,7,86,0.9651162790697675,0.4
120s_worst_distance_drop >= 0 AND 360s_worst_ask_change <= -0.12,9,2,5,7,86,0.9651162790697675,0.4
120s_worst_distance_drop <= 51.031 AND 480s_worst_fair_drop >= 0.328527,9,2,5,7,86,0.9651162790697675,0.4
120s_worst_fair_drop >= 0 AND 360s_worst_ask_change <= -0.12,9,2,5,7,86,0.9651162790697675,0.4
120s_worst_fair_drop >= 0.195329 AND 60s_worst_fair_drop >= 0.134555,9,2,5,7,86,0.9651162790697675,0.4
120s_worst_fair_drop <= 0.271366 AND 90s_worst_fair_drop >= 0.16451,9,2,5,7,86,0.9651162790697675,0.4
120s_worst_ask_change <= -0.03 AND 360s_worst_ask_change <= -0.12,9,2,5,7,86,0.9651162790697675,0.4
120s_worst_ask_change <= -0.03 AND 420s_worst_ask_change <= -0.093,9,2,5,7,86,0.9651162790697675,0.4
120s_worst_ask_change <= -0.03 AND 480s_worst_ask_change <= -0.12,9,2,5,7,86,0.9651162790697675,0.4
120s_worst_ask_change <= 0 AND 360s_worst_ask_change <= -0.12,9,2,5,7,86,0.9651162790697675,0.4
180s_worst_distance_drop >= 0 AND 360s_worst_ask_change <= -0.12,9,2,5,7,86,0.9651162790697675,0.4
180s_worst_distance_drop <= 53.894 AND 480s_worst_ask_change <= -0.12,9,2,5,7,86,0.9651162790697675,0.4
180s_worst_fair_drop >= 0 AND 360s_worst_ask_change <= -0.12,9,2,5,7,86,0.9651162790697675,0.4
180s_worst_fair_drop <= 0.271366 AND 90s_worst_fair_drop >= 0.16451,9,2,5,7,86,0.9651162790697675,0.4
180s_worst_ask_change <= -0.052 AND 300s_worst_distance_drop <= 68.579,9,2,5,7,86,0.9651162790697675,0.4
180s_worst_ask_change <= -0.052 AND 360s_worst_distance_drop <= 77.905,9,2,5,7,86,0.9651162790697675,0.4
180s_worst_ask_change <= -0.052 AND 420s_worst_ask_change <= -0.093,9,2,5,7,86,0.9651162790697675,0.4
180s_worst_ask_change <= -0.052 AND 480s_worst_ask_change <= -0.12,9,2,5,7,86,0.9651162790697675,0.4
180s_worst_ask_change <= 0 AND 360s_worst_ask_change <= -0.12,9,2,5,7,86,0.9651162790697675,0.4
240s_worst_distance_drop >= 0 AND 360s_worst_ask_change <= -0.12,9,2,5,7,86,0.9651162790697675,0.4
240s_worst_distance_drop <= 56.925 AND 420s_worst_fair_drop >= 0.288016,9,2,5,7,86,0.9651162790697675,0.4
240s_worst_fair_drop >= 0 AND 360s_worst_ask_change <= -0.12,9,2,5,7,86,0.9651162790697675,0.4
240s_worst_fair_drop <= 0.271366 AND 90s_worst_fair_drop >= 0.16451,9,2,5,7,86,0.9651162790697675,0.4
240s_worst_ask_change <= -0.061 AND 300s_worst_distance_drop <= 68.579,9,2,5,7,86,0.9651162790697675,0.4
240s_worst_ask_change <= -0.061 AND 360s_worst_distance_drop <= 77.905,9,2,5,7,86,0.9651162790697675,0.4
240s_worst_ask_change <= -0.061 AND 420s_worst_ask_change <= -0.093,9,2,5,7,86,0.9651162790697675,0.4
240s_worst_ask_change <= -0.061 AND 480s_worst_ask_change <= -0.12,9,2,5,7,86,0.9651162790697675,0.4
240s_worst_ask_change <= 0 AND 360s_worst_ask_change <= -0.12,9,2,5,7,86,0.9651162790697675,0.4
300s_worst_distance_drop >= 0 AND 360s_worst_ask_change <= -0.12,9,2,5,7,86,0.9651162790697675,0.4
300s_worst_distance_drop <= 68.579 AND 360s_worst_ask_change <= -0.081,9,2,5,7,86,0.9651162790697675,0.4
300s_worst_distance_drop <= 68.579 AND 420s_worst_ask_change <= -0.093,9,2,5,7,86,0.9651162790697675,0.4
300s_worst_fair_drop >= 0 AND 360s_worst_ask_change <= -0.12,9,2,5,7,86,0.9651162790697675,0.4
300s_worst_fair_drop <= 0.230458 AND 480s_worst_ask_change <= -0.12,9,2,5,7,86,0.9651162790697675,0.4
300s_worst_fair_drop <= 0.290259 AND 90s_worst_fair_drop >= 0.16451,9,2,5,7,86,0.9651162790697675,0.4
300s_worst_ask_change <= -0.061 AND 300s_worst_distance_drop <= 68.579,9,2,5,7,86,0.9651162790697675,0.4
300s_worst_ask_change <= -0.061 AND 360s_worst_distance_drop <= 77.905,9,2,5,7,86,0.9651162790697675,0.4
300s_worst_ask_change <= -0.061 AND 420s_worst_ask_change <= -0.093,9,2,5,7,86,0.9651162790697675,0.4
300s_worst_ask_change <= -0.061 AND 480s_worst_ask_change <= -0.12,9,2,5,7,86,0.9651162790697675,0.4
300s_worst_ask_change <= 0 AND 360s_worst_ask_change <= -0.12,9,2,5,7,86,0.9651162790697675,0.4
360s_worst_distance_drop <= 68.945 AND 60s_worst_fair_drop >= 0.134555,9,2,5,7,86,0.9651162790697675,0.4
360s_worst_distance_drop <= 68.945 AND 90s_worst_fair_drop >= 0.16451,9,2,5,7,86,0.9651162790697675,0.4
360s_worst_distance_drop <= 77.905 AND 420s_worst_ask_change <= -0.093,9,2,5,7,86,0.9651162790697675,0.4
360s_worst_fair_drop <= 0.230458 AND 480s_worst_ask_change <= -0.12,9,2,5,7,86,0.9651162790697675,0.4
360s_worst_fair_drop <= 0.305783 AND 90s_worst_fair_drop >= 0.16451,9,2,5,7,86,0.9651162790697675,0.4
360s_worst_ask_change <= -0.12 AND initial_signed_distance <= 210.498,9,2,5,7,86,0.9651162790697675,0.4
360s_worst_ask_change <= -0.12 AND initial_signed_distance <= 246.149,9,2,5,7,86,0.9651162790697675,0.4
360s_worst_ask_change <= -0.12 AND rescore_initial_signed_distance <= 210.498,9,2,5,7,86,0.9651162790697675,0.4
360s_worst_ask_change <= -0.12 AND rescore_initial_signed_distance <= 246.149,9,2,5,7,86,0.9651162790697675,0.4
360s_worst_ask_change <= -0.12 AND 60s_worst_distance_drop >= 0,9,2,5,7,86,0.9651162790697675,0.4
360s_worst_ask_change <= -0.12 AND 60s_worst_fair_drop >= 0,9,2,5,7,86,0.9651162790697675,0.4
360s_worst_ask_change <= -0.12 AND 60s_worst_ask_change <= 0,9,2,5,7,86,0.9651162790697675,0.4
360s_worst_ask_change <= -0.12 AND 90s_worst_distance_drop >= 0,9,2,5,7,86,0.9651162790697675,0.4
360s_worst_ask_change <= -0.12 AND 90s_worst_fair_drop >= 0,9,2,5,7,86,0.9651162790697675,0.4
360s_worst_ask_change <= -0.12 AND 90s_worst_ask_change <= 0,9,2,5,7,86,0.9651162790697675,0.4
360s_worst_ask_change <= -0.12 AND 360s_worst_distance_drop >= 0,9,2,5,7,86,0.9651162790697675,0.4
360s_worst_ask_change <= -0.12 AND 360s_worst_fair_drop >= 0,9,2,5,7,86,0.9651162790697675,0.4
360s_worst_ask_change <= -0.12 AND 420s_worst_distance_drop >= 0,9,2,5,7,86,0.9651162790697675,0.4
360s_worst_ask_change <= -0.12 AND 420s_worst_fair_drop >= 0,9,2,5,7,86,0.9651162790697675,0.4
360s_worst_ask_change <= -0.12 AND 420s_worst_ask_change <= -0.093,9,2,5,7,86,0.9651162790697675,0.4
360s_worst_ask_change <= -0.12 AND 420s_worst_ask_change <= 0,9,2,5,7,86,0.9651162790697675,0.4
360s_worst_ask_change <= -0.12 AND 480s_worst_distance_drop >= 0,9,2,5,7,86,0.9651162790697675,0.4
360s_worst_ask_change <= -0.12 AND 480s_worst_fair_drop >= 0,9,2,5,7,86,0.9651162790697675,0.4
360s_worst_ask_change <= -0.12 AND 480s_worst_ask_change <= -0.12,9,2,5,7,86,0.9651162790697675,0.4
360s_worst_ask_change <= -0.12 AND 480s_worst_ask_change <= 0,9,2,5,7,86,0.9651162790697675,0.4
360s_worst_ask_change <= -0.081 AND 360s_worst_distance_drop <= 77.905,9,2,5,7,86,0.9651162790697675,0.4
420s_worst_distance_drop <= 96.4115 AND 480s_worst_ask_change <= -0.12,9,2,5,7,86,0.9651162790697675,0.4
420s_worst_fair_drop >= 0.288016 AND 60s_worst_distance_drop <= 33.322,9,2,5,7,86,0.9651162790697675,0.4
420s_worst_fair_drop >= 0.288016 AND 60s_worst_ask_change >= 0,9,2,5,7,86,0.9651162790697675,0.4
420s_worst_fair_drop >= 0.288016 AND 90s_worst_distance_drop <= 33.322,9,2,5,7,86,0.9651162790697675,0.4
420s_worst_fair_drop >= 0.288016 AND 90s_worst_ask_change >= 0,9,2,5,7,86,0.9651162790697675,0.4
420s_worst_fair_drop <= 0.401693 AND 90s_worst_fair_drop >= 0.16451,9,2,5,7,86,0.9651162790697675,0.4
480s_worst_fair_drop >= 0.328527 AND 60s_worst_distance_drop <= 33.322,9,2,5,7,86,0.9651162790697675,0.4
480s_worst_fair_drop >= 0.328527 AND 60s_worst_ask_change >= 0,9,2,5,7,86,0.9651162790697675,0.4
480s_worst_fair_drop >= 0.328527 AND 90s_worst_distance_drop <= 33.322,9,2,5,7,86,0.9651162790697675,0.4
480s_worst_fair_drop >= 0.328527 AND 90s_worst_ask_change >= 0,9,2,5,7,86,0.9651162790697675,0.4
480s_worst_ask_change <= -0.12 AND 480s_worst_distance_drop <= 107.438,9,2,5,7,86,0.9651162790697675,0.4
30s_worst_distance_drop <= 0 AND initial_signed_distance <= 68.516,10,2,5,8,85,0.9647058823529412,0.4
30s_worst_distance_drop <= 0 AND rescore_initial_signed_distance <= 68.516,10,2,5,8,85,0.9647058823529412,0.4
60s_worst_distance_drop <= 51.034 AND initial_signed_distance <= 68.516,10,2,5,8,85,0.9647058823529412,0.4
60s_worst_distance_drop <= 51.034 AND rescore_initial_signed_distance <= 68.516,10,2,5,8,85,0.9647058823529412,0.4
90s_worst_distance_drop <= 51.034 AND initial_signed_distance <= 68.516,10,2,5,8,85,0.9647058823529412,0.4
90s_worst_distance_drop <= 51.034 AND rescore_initial_signed_distance <= 68.516,10,2,5,8,85,0.9647058823529412,0.4
120s_worst_distance_drop <= 51.031 AND initial_signed_distance <= 68.516,10,2,5,8,85,0.9647058823529412,0.4
120s_worst_distance_drop <= 51.031 AND rescore_initial_signed_distance <= 68.516,10,2,5,8,85,0.9647058823529412,0.4
120s_worst_distance_drop <= 51.031 AND 420s_worst_fair_drop >= 0.288016,10,2,5,8,85,0.9647058823529412,0.4
120s_worst_distance_drop <= 57.528 AND initial_signed_distance <= 68.516,10,2,5,8,85,0.9647058823529412,0.4
120s_worst_distance_drop <= 57.528 AND rescore_initial_signed_distance <= 68.516,10,2,5,8,85,0.9647058823529412,0.4
120s_worst_distance_drop <= 57.528 AND 420s_worst_fair_drop >= 0.288016,10,2,5,8,85,0.9647058823529412,0.4
120s_worst_distance_drop <= 57.528 AND 480s_worst_fair_drop >= 0.328527,10,2,5,8,85,0.9647058823529412,0.4
120s_worst_distance_drop <= 57.528 AND 480s_worst_ask_change <= -0.12,10,2,5,8,85,0.9647058823529412,0.4
120s_worst_fair_drop >= 0.195329 AND 90s_worst_fair_drop >= 0.16451,10,2,5,8,85,0.9647058823529412,0.4
120s_worst_fair_drop >= 0.195329 AND 180s_worst_distance_drop <= 61.1275,10,2,5,8,85,0.9647058823529412,0.4
120s_worst_fair_drop >= 0.195329 AND 300s_worst_distance_drop <= 62.498,10,2,5,8,85,0.9647058823529412,0.4
120s_worst_ask_change <= -0.03 AND 180s_worst_distance_drop <= 61.1275,10,2,5,8,85,0.9647058823529412,0.4
120s_worst_ask_change <= -0.03 AND 180s_worst_ask_change <= -0.052,10,2,5,8,85,0.9647058823529412,0.4
120s_worst_ask_change <= -0.03 AND 240s_worst_distance_drop <= 62.0845,10,2,5,8,85,0.9647058823529412,0.4
120s_worst_ask_change <= -0.03 AND 240s_worst_ask_change <= -0.061,10,2,5,8,85,0.9647058823529412,0.4
120s_worst_ask_change <= -0.03 AND 300s_worst_distance_drop <= 62.498,10,2,5,8,85,0.9647058823529412,0.4
120s_worst_ask_change <= -0.03 AND 300s_worst_ask_change <= -0.061,10,2,5,8,85,0.9647058823529412,0.4
120s_worst_ask_change <= -0.03 AND 360s_worst_ask_change <= -0.081,10,2,5,8,85,0.9647058823529412,0.4
180s_worst_distance_drop <= 53.894 AND initial_signed_distance <= 68.516,10,2,5,8,85,0.9647058823529412,0.4
180s_worst_distance_drop <= 53.894 AND rescore_initial_signed_distance <= 68.516,10,2,5,8,85,0.9647058823529412,0.4
180s_worst_distance_drop <= 53.894 AND 420s_worst_fair_drop >= 0.288016,10,2,5,8,85,0.9647058823529412,0.4
180s_worst_distance_drop <= 53.894 AND 480s_worst_fair_drop >= 0.328527,10,2,5,8,85,0.9647058823529412,0.4
180s_worst_distance_drop <= 61.1275 AND initial_signed_distance <= 68.516,10,2,5,8,85,0.9647058823529412,0.4
180s_worst_distance_drop <= 61.1275 AND rescore_initial_signed_distance <= 68.516,10,2,5,8,85,0.9647058823529412,0.4
180s_worst_fair_drop <= 0.196894 AND 480s_worst_ask_change <= -0.12,10,2,5,8,85,0.9647058823529412,0.4
180s_worst_ask_change <= -0.052 AND 360s_worst_ask_change <= -0.081,10,2,5,8,85,0.9647058823529412,0.4
240s_worst_distance_drop <= 56.925 AND initial_signed_distance <= 68.516,10,2,5,8,85,0.9647058823529412,0.4
240s_worst_distance_drop <= 56.925 AND rescore_initial_signed_distance <= 68.516,10,2,5,8,85,0.9647058823529412,0.4
240s_worst_fair_drop <= 0.196894 AND 480s_worst_ask_change <= -0.12,10,2,5,8,85,0.9647058823529412,0.4
240s_worst_ask_change <= -0.061 AND 360s_worst_ask_change <= -0.081,10,2,5,8,85,0.9647058823529412,0.4
300s_worst_ask_change <= -0.061 AND 360s_worst_ask_change <= -0.081,10,2,5,8,85,0.9647058823529412,0.4
360s_worst_ask_change <= -0.081 AND 420s_worst_ask_change <= -0.093,10,2,5,8,85,0.9647058823529412,0.4
360s_worst_ask_change <= -0.081 AND 480s_worst_ask_change <= -0.12,10,2,5,8,85,0.9647058823529412,0.4
420s_worst_distance_drop <= 79.943 AND 60s_worst_fair_drop >= 0.134555,10,2,5,8,85,0.9647058823529412,0.4
420s_worst_distance_drop <= 79.943 AND 90s_worst_fair_drop >= 0.16451,10,2,5,8,85,0.9647058823529412,0.4
420s_worst_distance_drop <= 96.4115 AND 60s_worst_fair_drop >= 0.134555,10,2,5,8,85,0.9647058823529412,0.4
420s_worst_fair_drop >= 0.288016 AND 60s_worst_distance_drop <= 51.034,10,2,5,8,85,0.9647058823529412,0.4
420s_worst_fair_drop >= 0.288016 AND 60s_worst_ask_change >= -0.011,10,2,5,8,85,0.9647058823529412,0.4
420s_worst_fair_drop >= 0.288016 AND 90s_worst_distance_drop <= 51.034,10,2,5,8,85,0.9647058823529412,0.4
420s_worst_fair_drop >= 0.288016 AND 90s_worst_ask_change >= -0.011,10,2,5,8,85,0.9647058823529412,0.4
420s_worst_fair_drop <= 0.401693 AND 480s_worst_ask_change <= -0.12,10,2,5,8,85,0.9647058823529412,0.4
480s_worst_distance_drop <= 90.534 AND 60s_worst_fair_drop >= 0.134555,10,2,5,8,85,0.9647058823529412,0.4
480s_worst_distance_drop <= 90.534 AND 90s_worst_fair_drop >= 0.16451,10,2,5,8,85,0.9647058823529412,0.4
480s_worst_fair_drop >= 0.328527 AND 60s_worst_distance_drop <= 51.034,10,2,5,8,85,0.9647058823529412,0.4
480s_worst_fair_drop >= 0.328527 AND 60s_worst_ask_change >= -0.011,10,2,5,8,85,0.9647058823529412,0.4
480s_worst_fair_drop >= 0.328527 AND 90s_worst_distance_drop <= 51.034,10,2,5,8,85,0.9647058823529412,0.4
480s_worst_fair_drop >= 0.328527 AND 90s_worst_ask_change >= -0.011,10,2,5,8,85,0.9647058823529412,0.4
480s_worst_ask_change <= -0.12 AND 60s_worst_distance_drop <= 33.322,10,2,5,8,85,0.9647058823529412,0.4
480s_worst_ask_change <= -0.12 AND 90s_worst_distance_drop <= 33.322,10,2,5,8,85,0.9647058823529412,0.4
initial_signed_distance <= 68.516 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
initial_signed_distance <= 68.516 AND rescore_initial_signed_distance <= 210.498,11,2,5,9,84,0.9642857142857143,0.4
initial_signed_distance <= 68.516 AND rescore_initial_signed_distance <= 246.149,11,2,5,9,84,0.9642857142857143,0.4
initial_signed_distance <= 210.498 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
initial_signed_distance <= 246.149 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
30s_worst_distance_drop <= 0 AND 360s_worst_ask_change <= -0.081,11,2,5,9,84,0.9642857142857143,0.4
30s_worst_distance_drop <= 0 AND 420s_worst_ask_change <= -0.093,11,2,5,9,84,0.9642857142857143,0.4
30s_worst_distance_drop >= 0 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
30s_worst_distance_drop >= 0 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
30s_worst_distance_drop >= 0 AND 360s_worst_ask_change <= -0.081,11,2,5,9,84,0.9642857142857143,0.4
30s_worst_distance_drop >= 0 AND 420s_worst_ask_change <= -0.093,11,2,5,9,84,0.9642857142857143,0.4
30s_worst_fair_drop <= 0 AND 360s_worst_ask_change <= -0.081,11,2,5,9,84,0.9642857142857143,0.4
30s_worst_fair_drop <= 0 AND 420s_worst_ask_change <= -0.093,11,2,5,9,84,0.9642857142857143,0.4
30s_worst_fair_drop >= 0 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
30s_worst_fair_drop >= 0 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
30s_worst_fair_drop >= 0 AND 360s_worst_ask_change <= -0.081,11,2,5,9,84,0.9642857142857143,0.4
30s_worst_fair_drop >= 0 AND 420s_worst_ask_change <= -0.093,11,2,5,9,84,0.9642857142857143,0.4
30s_worst_ask_change <= 0 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
30s_worst_ask_change <= 0 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
30s_worst_ask_change <= 0 AND 360s_worst_ask_change <= -0.081,11,2,5,9,84,0.9642857142857143,0.4
30s_worst_ask_change <= 0 AND 420s_worst_ask_change <= -0.093,11,2,5,9,84,0.9642857142857143,0.4
30s_worst_ask_change >= 0 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
30s_worst_ask_change >= 0 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
30s_worst_ask_change >= 0 AND 360s_worst_ask_change <= -0.081,11,2,5,9,84,0.9642857142857143,0.4
30s_worst_ask_change >= 0 AND 420s_worst_ask_change <= -0.093,11,2,5,9,84,0.9642857142857143,0.4
60s_worst_distance_drop >= 0 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
60s_worst_distance_drop >= 0 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
60s_worst_fair_drop >= 0 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
60s_worst_fair_drop >= 0 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
60s_worst_ask_change <= 0 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
60s_worst_ask_change <= 0 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
90s_worst_distance_drop >= 0 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
90s_worst_distance_drop >= 0 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
90s_worst_fair_drop >= 0 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
90s_worst_fair_drop >= 0 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
90s_worst_ask_change <= 0 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
90s_worst_ask_change <= 0 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
120s_worst_distance_drop >= 0 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
120s_worst_distance_drop >= 0 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
120s_worst_distance_drop >= 0 AND 180s_worst_ask_change <= -0.052,11,2,5,9,84,0.9642857142857143,0.4
120s_worst_distance_drop >= 0 AND 240s_worst_ask_change <= -0.061,11,2,5,9,84,0.9642857142857143,0.4
120s_worst_distance_drop >= 0 AND 300s_worst_ask_change <= -0.061,11,2,5,9,84,0.9642857142857143,0.4
120s_worst_distance_drop >= 0 AND 360s_worst_ask_change <= -0.081,11,2,5,9,84,0.9642857142857143,0.4
120s_worst_distance_drop >= 0 AND 420s_worst_ask_change <= -0.093,11,2,5,9,84,0.9642857142857143,0.4
120s_worst_fair_drop >= 0 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
120s_worst_fair_drop >= 0 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
120s_worst_fair_drop >= 0 AND 180s_worst_ask_change <= -0.052,11,2,5,9,84,0.9642857142857143,0.4
120s_worst_fair_drop >= 0 AND 240s_worst_ask_change <= -0.061,11,2,5,9,84,0.9642857142857143,0.4
120s_worst_fair_drop >= 0 AND 300s_worst_ask_change <= -0.061,11,2,5,9,84,0.9642857142857143,0.4
120s_worst_fair_drop >= 0 AND 360s_worst_ask_change <= -0.081,11,2,5,9,84,0.9642857142857143,0.4
120s_worst_fair_drop >= 0 AND 420s_worst_ask_change <= -0.093,11,2,5,9,84,0.9642857142857143,0.4
120s_worst_fair_drop <= 0.195329 AND 480s_worst_ask_change <= -0.12,11,2,5,9,84,0.9642857142857143,0.4
120s_worst_fair_drop >= 0.195329 AND 30s_worst_fair_drop <= 0,11,2,5,9,84,0.9642857142857143,0.4
120s_worst_fair_drop >= 0.195329 AND 240s_worst_distance_drop <= 62.0845,11,2,5,9,84,0.9642857142857143,0.4
120s_worst_fair_drop >= 0.195329 AND 300s_worst_distance_drop <= 68.579,11,2,5,9,84,0.9642857142857143,0.4
120s_worst_fair_drop >= 0.195329 AND 360s_worst_distance_drop <= 77.905,11,2,5,9,84,0.9642857142857143,0.4
120s_worst_fair_drop <= 0.271366 AND 480s_worst_ask_change <= -0.12,11,2,5,9,84,0.9642857142857143,0.4
120s_worst_ask_change <= 0 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
120s_worst_ask_change <= 0 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
120s_worst_ask_change <= 0 AND 180s_worst_ask_change <= -0.052,11,2,5,9,84,0.9642857142857143,0.4
120s_worst_ask_change <= 0 AND 240s_worst_ask_change <= -0.061,11,2,5,9,84,0.9642857142857143,0.4
120s_worst_ask_change <= 0 AND 300s_worst_ask_change <= -0.061,11,2,5,9,84,0.9642857142857143,0.4
120s_worst_ask_change <= 0 AND 360s_worst_ask_change <= -0.081,11,2,5,9,84,0.9642857142857143,0.4
120s_worst_ask_change <= 0 AND 420s_worst_ask_change <= -0.093,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_distance_drop >= 0 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_distance_drop >= 0 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_distance_drop >= 0 AND 240s_worst_ask_change <= -0.061,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_distance_drop >= 0 AND 300s_worst_ask_change <= -0.061,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_distance_drop >= 0 AND 360s_worst_ask_change <= -0.081,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_distance_drop >= 0 AND 420s_worst_ask_change <= -0.093,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_fair_drop >= 0 AND initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_fair_drop >= 0 AND rescore_initial_signed_distance <= 68.516,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_fair_drop >= 0 AND 240s_worst_ask_change <= -0.061,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_fair_drop >= 0 AND 300s_worst_ask_change <= -0.061,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_fair_drop >= 0 AND 360s_worst_ask_change <= -0.081,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_fair_drop >= 0 AND 420s_worst_ask_change <= -0.093,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_fair_drop <= 0.271366 AND 480s_worst_ask_change <= -0.12,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= -0.052 AND initial_signed_distance <= 210.498,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= -0.052 AND initial_signed_distance <= 246.149,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= -0.052 AND rescore_initial_signed_distance <= 210.498,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= -0.052 AND rescore_initial_signed_distance <= 246.149,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= -0.052 AND 30s_worst_distance_drop <= 0,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= -0.052 AND 30s_worst_distance_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= -0.052 AND 30s_worst_fair_drop <= 0,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= -0.052 AND 30s_worst_fair_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= -0.052 AND 30s_worst_ask_change <= 0,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= -0.052 AND 30s_worst_ask_change >= 0,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= -0.052 AND 60s_worst_distance_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= -0.052 AND 60s_worst_fair_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= -0.052 AND 60s_worst_ask_change <= 0,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= -0.052 AND 90s_worst_distance_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= -0.052 AND 90s_worst_fair_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= -0.052 AND 90s_worst_ask_change <= 0,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= -0.052 AND 180s_worst_distance_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= -0.052 AND 180s_worst_fair_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= -0.052 AND 240s_worst_distance_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= -0.052 AND 240s_worst_fair_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= -0.052 AND 240s_worst_ask_change <= -0.061,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= -0.052 AND 240s_worst_ask_change <= 0,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= -0.052 AND 300s_worst_distance_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= -0.052 AND 300s_worst_fair_drop >= 0,11,2,5,9,84,0.9642857142857143,0.4
180s_worst_ask_change <= -0.052 AND 300s_worst_ask_change <= -0.061,11,2,5,9,84,0.9642857142857143,0.4
