config,dev_calls,dev_accuracy,dev_coverage,dev_avg_ask,dev_pct_20_40,dev_avg_time,hold_calls,hold_accuracy,hold_coverage,hold_avg_ask,hold_pct_20_40,hold_avg_time
A50_F75_E10_P0_SAFE_ANY,2,50.0,25.0,46.5,0.0,6.547760033333334,0,,0.0,,,
A50_F75_E10_P0_SAFE_LAG15OR30,2,50.0,25.0,46.5,0.0,6.547760033333334,0,,0.0,,,
A50_F75_E10_P3_ALL_ANY,1,0.0,12.5,50.0,0.0,5.039594783333333,0,,0.0,,,
A50_F75_E10_P3_ALL_LAG15OR30,1,0.0,12.5,50.0,0.0,5.039594783333333,0,,0.0,,,
A50_F75_E10_P3_SAFE_ANY,1,0.0,12.5,50.0,0.0,5.039594783333333,0,,0.0,,,
A50_F75_E10_P3_SAFE_LAG15OR30,1,0.0,12.5,50.0,0.0,5.039594783333333,0,,0.0,,,
A50_F75_E10_P5_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A50_F75_E10_P5_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A50_F75_E10_P5_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A50_F75_E10_P5_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A50_F80_E0_P0_ALL_ANY,1,100.0,12.5,43.0,0.0,7.805691116666667,0,,0.0,,,
A50_F80_E0_P0_ALL_LAG15OR30,1,100.0,12.5,43.0,0.0,7.805691116666667,0,,0.0,,,
A50_F80_E0_P0_SAFE_ANY,1,100.0,12.5,43.0,0.0,7.805691116666667,0,,0.0,,,
A50_F80_E0_P0_SAFE_LAG15OR30,1,100.0,12.5,43.0,0.0,7.805691116666667,0,,0.0,,,
A50_F80_E0_P3_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A50_F80_E0_P3_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A50_F80_E0_P3_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A50_F80_E0_P3_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A50_F80_E0_P5_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A50_F80_E0_P5_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A50_F80_E0_P5_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A50_F80_E0_P5_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A50_F80_E5_P0_ALL_ANY,1,100.0,12.5,43.0,0.0,7.805691116666667,0,,0.0,,,
A50_F80_E5_P0_ALL_LAG15OR30,1,100.0,12.5,43.0,0.0,7.805691116666667,0,,0.0,,,
A50_F80_E5_P0_SAFE_ANY,1,100.0,12.5,43.0,0.0,7.805691116666667,0,,0.0,,,
A50_F80_E5_P0_SAFE_LAG15OR30,1,100.0,12.5,43.0,0.0,7.805691116666667,0,,0.0,,,
A50_F80_E5_P3_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A50_F80_E5_P3_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A50_F80_E5_P3_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A50_F80_E5_P3_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A50_F80_E5_P5_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A50_F80_E5_P5_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A50_F80_E5_P5_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A50_F80_E5_P5_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A50_F80_E10_P0_ALL_ANY,1,100.0,12.5,43.0,0.0,7.805691116666667,0,,0.0,,,
A50_F80_E10_P0_ALL_LAG15OR30,1,100.0,12.5,43.0,0.0,7.805691116666667,0,,0.0,,,
A50_F80_E10_P0_SAFE_ANY,1,100.0,12.5,43.0,0.0,7.805691116666667,0,,0.0,,,
A50_F80_E10_P0_SAFE_LAG15OR30,1,100.0,12.5,43.0,0.0,7.805691116666667,0,,0.0,,,
A50_F80_E10_P3_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A50_F80_E10_P3_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A50_F80_E10_P3_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A50_F80_E10_P3_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A50_F80_E10_P5_ALL_ANY,0,,0.0,,,,0,,0.0,,,
A50_F80_E10_P5_ALL_LAG15OR30,0,,0.0,,,,0,,0.0,,,
A50_F80_E10_P5_SAFE_ANY,0,,0.0,,,,0,,0.0,,,
A50_F80_E10_P5_SAFE_LAG15OR30,0,,0.0,,,,0,,0.0,,,
