ticker,call_time,call_side,winner,correct,signal_status,initial_fair,initial_remaining_min,initial_distance,drop_30s,fair_drop_30s,drop_4m,drop_6m,layer_a_state,shock_distance,shock_fair,shock_either
KXBTC15M-26AUG241415-15,2026-08-24 18:05:23.099381+00:00,UP,UP,True,STRONG,0.8018867924528301,9.615010316666666,161.47000000000116,0.0,0.0,129.9200000000128,38.01000000000933,EARLY_WARNING_ONLY,False,False,False
KXBTC15M-26AUG241530-30,2026-08-24 19:18:36.875712+00:00,DOWN,DOWN,True,STRONG,0.8018867924528301,11.3854048,-146.68000000000757,0.0,0.0,0.0,0.0,CLEAN,False,False,False
KXBTC15M-26AUG241615-15,2026-08-24 20:04:19.712256+00:00,DOWN,DOWN,True,EARLY 90%+ / NOT YET VALIDATED LOCK,0.9301075268817204,10.6714624,-190.0100000000093,15.779999999998836,0.0,184.47999999999593,217.8000000000029,CONFIRMED_DANGER,False,False,False
KXBTC15M-26AUG241630-30,2026-08-24 20:20:28.678348+00:00,UP,UP,True,STRONG,0.8018867924528301,9.522027533333333,68.81999999999243,0.0,0.0,0.0,63.40999999998894,CLEAN,False,False,False
KXBTC15M-26AUG241645-45,2026-08-24 20:34:46.724216+00:00,UP,UP,True,STRONG,0.8018867924528301,10.221263066666667,126.76999999998952,0.0,0.042488296212228605,0.0,0.0,CLEAN,False,False,False
KXBTC15M-26AUG241715-15,2026-08-24 21:04:43.828846+00:00,UP,UP,True,STRONG,0.8018867924528301,10.269519233333334,75.11999999999534,10.30000000000291,0.042488296212228605,0.0,6.679999999993015,CLEAN,False,False,False
KXBTC15M-26AUG241730-30,2026-08-24 21:20:27.350344+00:00,DOWN,DOWN,True,EARLY 90%+ / NOT YET VALIDATED LOCK,0.9301075268817204,9.544160933333334,-160.4100000000035,9.430000000007567,0.0,87.07000000000698,55.64999999999418,CLEAN,False,False,False
KXBTC15M-26AUG241800-00,2026-08-24 21:49:24.584329+00:00,UP,UP,True,STRONG,0.8928571428571429,10.590261183333332,58.55000000000291,16.770000000004067,0.16674249317561418,89.79000000000815,99.33000000000175,LATE_DANGER_ONLY,False,True,True
KXBTC15M-26AUG241845-45,2026-08-24 22:34:31.122710+00:00,UP,UP,True,STRONG,0.8018867924528301,10.481288166666667,128.66999999999825,6.849999999991269,0.042488296212228605,0.0,80.86999999999534,CLEAN,False,False,False
KXBTC15M-26AUG241930-30,2026-08-24 23:20:38.847167+00:00,UP,UP,True,STRONG,0.890625,9.352547216666666,86.90999999998894,0.0,0.0,0.0,0.0,CLEAN,False,False,False
KXBTC15M-26AUG242030-30,2026-08-25 00:18:34.445200+00:00,DOWN,DOWN,True,STRONG,0.8928571428571429,11.425913333333334,-177.61000000000058,0.0,0.0,34.75999999999476,73.33999999999651,CLEAN,False,False,False
KXBTC15M-26AUG242100-00,2026-08-25 00:48:30.948418+00:00,UP,UP,True,STRONG,0.8018867924528301,11.484193033333334,246.45999999999185,0.0,0.0,0.0,0.0,CLEAN,False,False,False
KXBTC15M-26AUG242115-15,2026-08-25 01:06:33.341302+00:00,UP,DOWN,False,STRONG,0.8018867924528301,8.444311633333333,155.35000000000582,0.0,0.0,238.0100000000093,214.16999999999825,CONFIRMED_DANGER,False,False,False
KXBTC15M-26AUG242315-15,2026-08-25 03:04:17.244553+00:00,UP,UP,True,STRONG,0.8018867924528301,10.712590783333331,186.3700000000099,0.0,0.0,0.0,0.0,CLEAN,False,False,False
KXBTC15M-26AUG250030-30,2026-08-25 04:20:19.249975+00:00,DOWN,DOWN,True,EARLY 90%+ / NOT YET VALIDATED LOCK,0.9301075268817204,9.679167083333336,-178.5,33.179999999993015,0.03948252688172038,28.479999999995925,8.210000000006403,CLEAN,True,False,True
KXBTC15M-26AUG250100-00,2026-08-25 04:51:26.152326+00:00,UP,UP,True,STRONG,0.8018867924528301,8.564127899999999,89.58999999999651,17.479999999995925,0.0,78.68999999998778,104.48999999999069,LATE_DANGER_ONLY,False,False,False
KXBTC15M-26AUG250115-15,2026-08-25 05:04:09.502575+00:00,UP,UP,True,STRONG,0.890625,10.84162375,111.02999999999884,0.0,0.13122650375939848,0.0,0.0,CLEAN,False,True,True
KXBTC15M-26AUG250145-45,2026-08-25 05:36:06.559035+00:00,UP,UP,True,STRONG,0.8928571428571429,8.89068275,119.27999999999884,29.0,0.0022321428571429047,38.070000000006985,9.529999999998836,CLEAN,False,False,False
KXBTC15M-26AUG250245-45,2026-08-25 06:36:01.587583+00:00,DOWN,DOWN,True,STRONG,0.8018867924528301,8.973540283333334,-118.17999999999302,0.0,0.0,0.0,0.0,CLEAN,False,False,False
KXBTC15M-26AUG250315-15,2026-08-25 07:04:19.877473+00:00,UP,UP,True,STRONG,0.890625,10.668708783333331,203.88999999999945,0.0,0.0,34.870000000009924,15.570000000007013,CLEAN,False,False,False
KXBTC15M-26AUG250400-00,2026-08-25 07:49:01.609088+00:00,DOWN,DOWN,True,EARLY 90%+ / NOT YET VALIDATED LOCK,0.9301075268817204,10.973181866666666,-384.3100000000122,0.0,0.037250384024577476,0.0,0.0,CLEAN,False,False,False
KXBTC15M-26AUG250430-30,2026-08-25 08:18:23.472018+00:00,UP,UP,True,STRONG,0.8018867924528301,11.6087997,128.41999999999825,49.2100000000064,0.16710418375717795,20.630000000004657,0.0,CLEAN,True,True,True
KXBTC15M-26AUG250500-00,2026-08-25 08:49:27.436571+00:00,DOWN,DOWN,True,EARLY 90%+ / NOT YET VALIDATED LOCK,0.9301075268817204,10.542723816666667,-187.27000000000407,17.94000000000233,0.0,0.0,0.0,CLEAN,False,False,False
KXBTC15M-26AUG250515-15,2026-08-25 09:03:15.421584+00:00,DOWN,DOWN,True,STRONG,0.8018867924528301,11.7429736,-142.16999999999825,0.0,0.0,15.989999999990687,0.0,CLEAN,False,False,False
KXBTC15M-26AUG250545-45,2026-08-25 09:34:12.724170+00:00,UP,DOWN,False,STRONG,0.890625,10.7879305,123.42999999999302,38.029999999998836,0.08873820754716988,104.70999999999185,90.39999999999418,CONFIRMED_DANGER,True,True,True
KXBTC15M-26AUG250600-00,2026-08-25 09:48:21.391829+00:00,DOWN,DOWN,True,STRONG,0.890625,11.643469516666666,-171.88000000000466,0.0,0.0,0.0,0.0,CLEAN,False,False,False
KXBTC15M-26AUG250630-30,2026-08-25 10:19:18.596860+00:00,UP,DOWN,False,STRONG,0.8018867924528301,10.690052333333334,115.69000000000231,21.79999999998836,0.042488296212228605,67.45999999999184,100.0899999999965,LATE_DANGER_ONLY,False,False,False
KXBTC15M-26AUG250730-30,2026-08-25 11:21:44.279770+00:00,UP,UP,True,STRONG,0.890625,8.262003833333333,116.93000000000757,0.0,0.0,0.0,33.75,CLEAN,False,False,False
KXBTC15M-26AUG250745-45,2026-08-25 11:35:30.890675+00:00,UP,DOWN,False,STRONG,0.890625,9.485155416666666,128.14999999999418,0.0,0.0,35.61999999999534,110.86000000000058,LATE_DANGER_ONLY,False,False,False
KXBTC15M-26AUG250815-15,2026-08-25 12:04:52.121051+00:00,DOWN,DOWN,True,STRONG,0.8928571428571429,10.131315816666667,-191.1600000000035,0.0,0.0,0.0,0.0,CLEAN,False,False,False
KXBTC15M-26AUG250900-00,2026-08-25 12:50:12.257726+00:00,UP,UP,True,STRONG,0.8018867924528301,9.795704566666666,138.63000000000466,0.0,0.0,36.33000000000173,37.63999999999942,CLEAN,False,False,False
KXBTC15M-26AUG250915-15,2026-08-25 13:06:09.989316+00:00,UP,DOWN,False,STRONG,0.8018867924528301,8.833511399999999,92.19000000000231,0.0,0.0,188.07000000000698,298.3500000000058,CONFIRMED_DANGER,False,False,False
KXBTC15M-26AUG250930-30,2026-08-25 13:18:44.181812+00:00,DOWN,DOWN,True,STRONG,0.8928571428571429,11.263636466666666,-179.5899999999965,46.529999999998836,0.09097035040431278,78.50999999999475,97.97999999999593,LATE_DANGER_ONLY,True,True,True
KXBTC15M-26AUG250945-45,2026-08-25 13:33:27.044063+00:00,UP,UP,True,STRONG,0.8018867924528301,11.549265616666666,188.57000000000696,0.0,0.0,0.0,0.0,CLEAN,False,False,False
KXBTC15M-26AUG251000-00,2026-08-25 13:48:31.159703+00:00,DOWN,DOWN,True,STRONG,0.8018867924528301,11.480671616666664,-190.9499999999971,4.19999999999709,0.0,0.0,0.0,CLEAN,False,False,False
KXBTC15M-26AUG251015-15,2026-08-25 14:05:00.157851+00:00,UP,UP,True,STRONG,0.8928571428571429,9.99736915,201.4899999999907,0.0,0.0,0.0,0.0,CLEAN,False,False,False
KXBTC15M-26AUG251130-30,2026-08-25 15:20:10.488561+00:00,UP,UP,True,STRONG,0.8018867924528301,9.82519065,140.09999999999127,0.0,0.0,97.04999999998836,159.40999999998894,LATE_DANGER_ONLY,False,False,False
KXBTC15M-26AUG251145-45,2026-08-25 15:36:08.171359+00:00,UP,UP,True,STRONG,0.8018867924528301,8.863810683333332,170.39999999999418,0.0,0.0,58.7399999999907,20.30999999999767,CLEAN,False,False,False
KXBTC15M-26AUG251445-45,2026-08-25 18:36:59.578019+00:00,DOWN,DOWN,True,STRONG,0.890625,8.007033016666666,-132.43000000000757,0.0,0.0,33.30999999999767,4.9799999999959255,CLEAN,False,False,False
KXBTC15M-26AUG251530-30,2026-08-25 19:20:02.457742+00:00,UP,DOWN,False,STRONG,0.8018867924528301,9.959037633333333,84.63999999999942,80.02000000000407,0.2355602618405852,74.99000000000524,166.72000000000116,LATE_DANGER_ONLY,True,True,True
KXBTC15M-26AUG251600-00,2026-08-25 19:51:56.810572+00:00,UP,UP,True,STRONG,0.8018867924528301,8.053157133333334,118.75,0.0,0.0,0.0,0.0,CLEAN,False,False,False
KXBTC15M-26AUG251615-15,2026-08-25 20:04:15.725822+00:00,DOWN,DOWN,True,EARLY 90%+ / NOT YET VALIDATED LOCK,0.9301075268817204,10.737902966666669,-213.40000000000876,49.66000000000352,0.17070903064111886,100.22000000000119,159.320000000007,CONFIRMED_DANGER,True,True,True
KXBTC15M-26AUG251630-30,2026-08-25 20:19:41.784519+00:00,UP,DOWN,False,STRONG,0.8018867924528301,10.30359135,101.8799999999901,58.2899999999936,0.1953294154036498,48.11999999999534,113.72000000000116,LATE_DANGER_ONLY,True,True,True
KXBTC15M-26AUG251700-00,2026-08-25 20:48:23.204181+00:00,DOWN,DOWN,True,STRONG,0.8928571428571429,11.61326365,-237.36000000000055,0.0,0.0,118.7699999999895,76.62999999999008,EARLY_WARNING_ONLY,False,False,False
KXBTC15M-26AUG251815-15,2026-08-25 22:05:43.935703+00:00,UP,UP,True,STRONG,0.890625,9.267738283333331,144.13999999999942,0.0,0.0,0.0,0.0,CLEAN,False,False,False
KXBTC15M-26AUG251845-45,2026-08-25 22:33:30.630121+00:00,UP,UP,True,STRONG,0.8018867924528301,11.489497983333331,178.80999999999767,1.1500000000087311,0.0,0.0,0.0,CLEAN,False,False,False
KXBTC15M-26AUG251900-00,2026-08-25 22:50:17.106495+00:00,UP,UP,True,STRONG,0.890625,9.71489175,97.38000000000466,9.639999999999418,0.0,0.0,0.0,CLEAN,False,False,False
KXBTC15M-26AUG251915-15,2026-08-25 23:05:29.994333+00:00,UP,UP,True,STRONG,0.8018867924528301,9.50009445,67.55000000000291,0.0,0.0,135.0500000000029,119.48999999999069,CONFIRMED_DANGER,False,False,False
KXBTC15M-26AUG251930-30,2026-08-25 23:19:17.087479+00:00,DOWN,DOWN,True,STRONG,0.8018867924528301,10.715208683333334,-139.58000000000175,0.0,0.0,0.0,0.0,CLEAN,False,False,False
KXBTC15M-26AUG252000-00,2026-08-25 23:51:04.369678+00:00,DOWN,DOWN,True,STRONG,0.8018867924528301,8.927172033333333,-120.65000000000872,0.0,0.0,36.46000000000639,134.61000000000058,LATE_DANGER_ONLY,False,False,False
KXBTC15M-26AUG252030-30,2026-08-26 00:19:21.032377+00:00,UP,UP,True,STRONG,0.8928571428571429,10.649460383333333,212.9499999999971,67.86000000000058,0.09097035040431278,30.460000000006403,29.56999999999246,CLEAN,True,True,True
KXBTC15M-26AUG252100-00,2026-08-26 00:48:27.752509+00:00,UP,UP,True,STRONG,0.8018867924528301,11.537458183333332,105.58999999999652,0.0,0.0,0.0,0.0,CLEAN,False,False,False
KXBTC15M-26AUG252115-15,2026-08-26 01:05:11.875734+00:00,UP,UP,True,STRONG,0.8928571428571429,9.8020711,184.08000000000172,0.0,0.0,0.0,49.660000000003464,CLEAN,False,False,False
KXBTC15M-26AUG252130-30,2026-08-26 01:20:09.946951+00:00,UP,DOWN,False,STRONG,0.8928571428571429,9.834217483333331,131.97000000000116,11.550000000002925,0.0,26.27000000000409,105.2100000000064,LATE_DANGER_ONLY,False,False,False
KXBTC15M-26AUG252145-45,2026-08-26 01:33:22.009018+00:00,UP,UP,True,STRONG,0.8018867924528301,11.633183033333331,177.97000000000116,22.479999999995925,0.042488296212228605,0.0,0.0,CLEAN,False,False,False
KXBTC15M-26AUG252230-30,2026-08-26 02:20:12.204993+00:00,UP,UP,True,STRONG,0.8018867924528301,9.796583450000002,124.72999999999593,0.0,0.0,0.0,0.0,CLEAN,False,False,False
