ticker,side,final_side,eventual_winner_side,first_le50_ask,first_le50_elapsed,first_le50_remaining,first_le50_fair,first_le50_edge,first_le40_ask,first_le40_elapsed,first_le40_remaining,first_le40_fair,first_le40_edge,first_le30_ask,first_le30_elapsed,first_le30_remaining,first_le30_fair,first_le30_edge,cheapest_attractive_ask,cheapest_attractive_elapsed,cheapest_attractive_remaining,cheapest_attractive_fair,cheapest_attractive_edge,best_positive_edge,best_positive_edge_ask,best_positive_edge_fair,best_positive_edge_elapsed,best_positive_edge_remaining,saw_attractive_le50,saw_attractive_le40,saw_attractive_le30
KXBTC15M-26AUG231100-00,DOWN,UP,NO,0.35,0.7324982999999999,14.2675017,0.4336734693877551,0.0836734693877551,0.35,0.7324982999999999,14.2675017,0.4336734693877551,0.0836734693877551,0.26,4.229650516666667,10.770349483333332,0.2738853503184713,0.013885350318471268,0.001,14.728587266666668,0.2714127333333333,0.0119047619047619,0.0109047619047619,0.1206141694748358,0.15,0.2706141694748358,5.731388966666667,9.268611033333334,True,True,True
KXBTC15M-26AUG231100-00,UP,UP,YES,,,,,,,,,,,,,,,,,,,,,0.13611464968152875,0.59,0.7261146496815287,3.229921033333333,11.770078966666668,False,False,False
KXBTC15M-26AUG231115-15,DOWN,UP,NO,0.45,0.72968925,14.27031075,0.5663265306122449,0.1163265306122449,0.35,2.2282261666666665,12.771773833333333,0.3934426229508196,0.04344262295081963,0.22,6.229767383333334,8.770232616666668,0.2406015037593984,0.0206015037593984,0.021,14.72801475,0.27198525,0.2738853503184713,0.25288535031847126,0.25288535031847126,0.021,0.2738853503184713,14.72801475,0.27198525,True,True,True
KXBTC15M-26AUG231115-15,UP,UP,YES,0.35,1.22945185,13.77054815,0.4336734693877551,0.0836734693877551,0.35,1.22945185,13.77054815,0.4336734693877551,0.0836734693877551,,,,,,0.35,1.22945185,13.77054815,0.4336734693877551,0.0836734693877551,0.3093984962406015,0.45,0.7593984962406015,1.73045935,13.26954065,True,True,False
KXBTC15M-26AUG231130-30,DOWN,UP,NO,0.41,8.728686366666667,6.2713136333333335,0.5663265306122449,0.15632653061224494,0.39,10.230852466666668,4.769147533333333,0.3934426229508196,0.003442622950819596,0.09,14.72952245,0.27047755,0.1981132075471698,0.1081132075471698,0.09,14.72952245,0.27047755,0.1981132075471698,0.1081132075471698,0.15632653061224494,0.41,0.5663265306122449,8.728686366666667,6.2713136333333335,True,True,True
KXBTC15M-26AUG231130-30,UP,UP,YES,0.43,1.2300057,13.7699943,0.4336734693877551,0.0036734693877550906,0.34,1.7299261166666668,13.270073883333334,0.4285714285714285,0.08857142857142847,0.12,5.73044405,9.26955595,0.2738853503184713,0.15388535031847128,0.12,5.73044405,9.26955595,0.2738853503184713,0.15388535031847128,0.280625,0.61,0.890625,11.729083883333336,3.2709161166666667,True,True,True
KXBTC15M-26AUG231145-45,DOWN,UP,NO,0.33,2.22911235,12.77088765,0.4336734693877551,0.10367346938775507,0.33,2.22911235,12.77088765,0.4336734693877551,0.10367346938775507,0.28,8.73003635,6.269963649999999,0.3934426229508196,0.11344262295081958,0.28,8.73003635,6.269963649999999,0.3934426229508196,0.11344262295081958,0.1763265306122449,0.39,0.5663265306122449,2.729089516666667,12.270910483333331,True,True,True
KXBTC15M-26AUG231145-45,UP,UP,YES,0.41,3.728632783333333,11.271367216666668,0.4285714285714285,0.018571428571428517,0.39,4.230085033333333,10.769914966666668,0.4285714285714285,0.03857142857142848,,,,,,0.39,4.230085033333333,10.769914966666668,0.4285714285714285,0.03857142857142848,0.1163265306122449,0.45,0.5663265306122449,5.731466633333333,9.268533366666666,True,True,False
KXBTC15M-26AUG231200-00,DOWN,UNRESOLVED,UNRESOLVED,,,,,,,,,,,,,,,,,,,,,0.032095238095238066,0.956,0.988095238095238,10.230821099999998,4.7691789,False,False,False
KXBTC15M-26AUG231200-00,UP,UNRESOLVED,UNRESOLVED,0.41,0.7288412166666667,14.271158783333334,0.4285714285714285,0.018571428571428517,0.31,1.2303875,13.7696125,0.4090909090909091,0.09909090909090912,0.3,2.7334788333333337,12.266521166666667,0.4285714285714285,0.1285714285714285,0.011,12.734462683333334,2.265537316666667,0.0603283810230886,0.049328381023088605,0.1790909090909091,0.23,0.4090909090909091,3.7287917833333335,11.271208216666668,True,True,True
KXBTC15M-26AUG231215-15,DOWN,UNRESOLVED,UNRESOLVED,0.38,1.232793466666667,13.767206533333333,0.4285714285714285,0.04857142857142849,0.38,1.232793466666667,13.767206533333333,0.4285714285714285,0.04857142857142849,,,,,,0.34,1.73184335,13.26815665,0.3652173913043478,0.025217391304347803,0.04857142857142849,0.38,0.4285714285714285,1.232793466666667,13.767206533333333,True,True,False
KXBTC15M-26AUG231215-15,UP,UNRESOLVED,UNRESOLVED,,,,,,,,,,,,,,,,,,,,,0.006326530612244863,0.56,0.5663265306122449,0.7303553333333334,14.269644666666666,False,False,False
