ticker,correct,call_side,initial_fair,initial_signed_distance,snapshots,rem_3p0,dist_3p0,fair_3p0,ask_3p0,rem_2p0,dist_2p0,fair_2p0,ask_2p0,rem_1p5,dist_1p5,fair_1p5,ask_1p5,rem_1p0,dist_1p0,fair_1p0,ask_1p0,rem_0p5,dist_0p5,fair_0p5,ask_0p5,first_flip_remaining,first_fair_below_75_remaining,first_fair_below_60_remaining,first_fair_below_50_remaining,first_fair_below_25_remaining,late3_min_distance,late3_max_distance,late3_min_fair,late3_max_fair,distance_change_3p0_to_2p0,fair_change_3p0_to_2p0,ask_change_3p0_to_2p0,distance_change_2p0_to_1p0,fair_change_2p0_to_1p0,ask_change_2p0_to_1p0,distance_change_1p5_to_0p5,fair_change_1p5_to_0p5,ask_change_1p5_to_0p5,distance_change_1p0_to_0p5,fair_change_1p0_to_0p5,ask_change_1p0_to_0p5
KXBTC15M-26AUG231715-15,True,UP,0.8018867924528301,162.52999999999884,29,3.2292159833333334,219.83000000000172,1.0,0.991,1.9058115166666667,246.55999999999767,1.0,1.0,1.5987024666666667,244.27000000000407,1.0,1.0,1.0885516833333333,287.0099999999948,1.0,1.0,0.2795395666666666,292.3899999999994,1.0,1.0,,,,,,225.91999999999825,292.3899999999994,1.0,1.0,26.729999999995954,0.0,0.009000000000000008,40.44999999999715,0.0,0.0,48.11999999999534,0.0,0.0,5.3800000000046,0.0,0.0
KXBTC15M-26AUG231730-30,True,UP,0.9487179487179488,244.8700000000099,30,2.918130333333333,303.9400000000023,1.0,0.998,2.111123233333333,239.88999999999945,1.0,0.999,1.3088714166666666,320.75,1.0,1.0,0.9786721833333334,300.83000000000175,1.0,1.0,0.4951578,333.84000000001106,1.0,1.0,,,,,,239.88999999999945,345.6000000000058,1.0,1.0,-64.05000000000288,0.0,0.0010000000000000009,60.9400000000023,0.0,0.0010000000000000009,13.09000000001106,0.0,0.0,33.01000000000931,0.0,0.0
KXBTC15M-26AUG231800-00,True,UP,0.8018867924528301,162.42999999999302,28,2.991371466666666,203.77000000000407,1.0,0.992,2.1811885166666665,201.25,1.0,0.997,1.3540576666666666,168.47999999999593,1.0,0.996,0.9069965,164.6999999999971,1.0,0.995,0.53865615,201.25,1.0,1.0,,,,,,162.55999999999767,218.88000000000463,1.0,1.0,-2.5200000000040745,0.0,0.0050000000000000044,-36.55000000000291,0.0,-0.0020000000000000018,32.770000000004075,0.0,0.0040000000000000036,36.55000000000291,0.0,0.0050000000000000044
KXBTC15M-26AUG231915-15,True,DOWN,0.890625,161.7100000000064,28,2.919589,215.19000000000236,0.988095238095238,0.988,2.1025143,215.1999999999971,1.0,0.996,1.300919,169.36000000000058,1.0,0.999,0.9425246,142.61999999999534,1.0,0.999,0.4866431666666667,151.82000000000698,1.0,1.0,,,,,,134.97999999999593,215.1999999999971,0.988095238095238,1.0,0.009999999994732889,0.011904761904761973,0.008000000000000007,-72.58000000000175,0.0,0.0030000000000000027,-17.539999999993597,0.0,0.0010000000000000009,9.200000000011642,0.0,0.0010000000000000009
KXBTC15M-26AUG231930-30,True,UP,0.8018867924528301,116.7100000000064,29,3.0780880833333333,84.34000000001106,0.9487179487179488,0.88,1.79906295,111.54000000000816,0.988095238095238,0.989,1.4824607666666667,127.29000000000816,0.988095238095238,0.994,1.0046891833333331,135.6200000000099,0.988095238095238,0.999,0.6763367166666666,147.82000000000698,0.988095238095238,0.999,4.215400783333333,10.308411766666667,6.637079483333333,4.215400783333333,,84.34000000001106,196.44000000000236,0.9487179487179488,0.988095238095238,27.199999999997104,0.03937728937728924,0.10899999999999999,24.080000000001732,0.0,0.010000000000000009,20.52999999999882,0.0,0.0050000000000000044,12.19999999999709,0.0,0.0
KXBTC15M-26AUG232000-00,True,UP,0.9301075268817204,108.06999999999243,25,2.9637361166666665,222.34999999999127,1.0,0.998,2.1412092,313.5399999999936,1.0,0.997,1.655997733333333,298.8799999999901,1.0,1.0,0.83377175,251.16999999999825,1.0,1.0,0.5044142333333334,254.81999999999243,1.0,1.0,,,,,,199.7599999999948,313.5399999999936,1.0,1.0,91.19000000000233,0.0,-0.0010000000000000009,-62.36999999999534,0.0,0.0030000000000000027,-44.05999999999767,0.0,0.0,3.6499999999941792,0.0,0.0
KXBTC15M-26AUG232030-30,True,DOWN,0.8928571428571429,142.69000000000233,22,2.8263206833333334,295.070000000007,0.988095238095238,0.996,2.0148902166666667,280.2200000000012,1.0,0.999,1.7325260666666666,242.02000000000407,1.0,0.999,0.9202614333333332,226.74000000000524,1.0,1.0,0.4213376333333333,221.10000000000585,1.0,1.0,,,,,,199.9600000000064,303.1399999999994,0.988095238095238,1.0,-14.850000000005764,0.011904761904761973,0.0030000000000000027,-53.47999999999598,0.0,0.0010000000000000009,-20.919999999998225,0.0,0.0010000000000000009,-5.6399999999993895,0.0,0.0
KXBTC15M-26AUG241215-15,True,UP,0.988095238095238,306.33000000000175,12,3.2857806666666667,349.66999999999825,1.0,0.992,2.302183783333333,379.2299999999959,1.0,0.997,1.3153684333333333,426.8199999999924,1.0,1.0,1.3153684333333333,426.8199999999924,1.0,1.0,0.3391812833333333,412.5399999999936,1.0,1.0,,,,,,379.2299999999959,426.8199999999924,1.0,1.0,29.55999999999767,0.0,0.0050000000000000044,47.58999999999645,0.0,0.0030000000000000027,-14.279999999998779,0.0,0.0,-14.279999999998779,0.0,0.0
KXBTC15M-26AUG241230-30,True,UP,0.9301075268817204,308.75,12,2.5249195666666666,263.3099999999977,1.0,0.983,1.53735225,290.33000000000175,0.988095238095238,0.999,1.53735225,290.33000000000175,0.988095238095238,0.999,0.5601954333333333,285.09999999999127,1.0,1.0,0.5601954333333333,285.09999999999127,1.0,1.0,,,,,,263.3099999999977,290.33000000000175,0.988095238095238,1.0,27.020000000004075,-0.011904761904761973,0.016000000000000014,-5.230000000010477,0.011904761904761973,0.0010000000000000009,-5.230000000010477,0.011904761904761973,0.0010000000000000009,0.0,0.0,0.0
KXBTC15M-26AUG241300-00,True,DOWN,0.9301075268817204,245.76999999998952,9,3.429674666666666,375.2299999999959,0.9655172413793104,0.998,2.442284883333333,276.3399999999965,0.988095238095238,0.999,1.45551355,280.25,1.0,0.999,1.45551355,280.25,1.0,0.999,0.4606190333333333,337.4799999999959,0.988095238095238,1.0,,,,,,276.3399999999965,337.4799999999959,0.988095238095238,1.0,-98.88999999999942,0.02257799671592764,0.0010000000000000009,3.9100000000034925,0.011904761904761973,0.0,57.229999999995925,-0.011904761904761973,0.0010000000000000009,57.229999999995925,-0.011904761904761973,0.0010000000000000009
KXBTC15M-26AUG241330-30,True,DOWN,0.8018867924528301,212.82000000000696,10,3.350643116666667,453.9300000000076,0.9301075268817204,0.997,2.361780883333333,405.8500000000058,0.988095238095238,0.999,1.36907855,415.6399999999994,0.988095238095238,0.998,1.36907855,415.6399999999994,0.988095238095238,0.998,0.3823263666666667,551.5100000000093,0.988095238095238,1.0,,,,,,405.8500000000058,551.5100000000093,0.988095238095238,0.988095238095238,-48.0800000000018,0.057987711213517645,0.0020000000000000018,9.789999999993597,0.0,-0.0010000000000000009,135.8700000000099,0.0,0.0020000000000000018,135.8700000000099,0.0,0.0020000000000000018
KXBTC15M-26AUG241430-30,True,UP,1.0,-1.7400000000052387,11,2.676584983333333,57.84999999999127,0.8928571428571429,0.82,1.7295542666666668,39.94000000000233,0.890625,0.83,1.7295542666666668,39.94000000000233,0.890625,0.83,0.7692886166666667,60.13999999999942,0.9487179487179488,0.995,0.7692886166666667,60.13999999999942,0.9487179487179488,0.995,10.312248433333334,9.351068366666668,9.351068366666668,9.351068366666668,,39.94000000000233,60.13999999999942,0.890625,0.9487179487179488,-17.90999999998894,-0.0022321428571429047,0.010000000000000009,20.19999999999709,0.05809294871794879,0.16500000000000004,20.19999999999709,0.05809294871794879,0.16500000000000004,0.0,0.0,0.0
KXBTC15M-26AUG241530-30,True,DOWN,0.8018867924528301,146.68000000000757,12,2.836157183333333,220.2600000000093,0.988095238095238,0.992,1.8888541,161.48000000001048,0.988095238095238,0.995,1.8888541,161.48000000001048,0.988095238095238,0.995,0.942745,166.75,1.0,0.998,0.942745,166.75,1.0,0.998,,,,,,161.48000000001048,220.2600000000093,0.988095238095238,1.0,-58.779999999998836,0.0,0.0030000000000000027,5.269999999989523,0.011904761904761973,0.0030000000000000027,5.269999999989523,0.011904761904761973,0.0030000000000000027,0.0,0.0,0.0
KXBTC15M-26AUG241630-30,True,UP,0.8018867924528301,68.81999999999243,11,2.8727647666666667,-16.869999999995343,0.4285714285714285,0.3,1.9165374333333327,11.720000000001164,0.7261146496815287,0.39,1.9165374333333327,11.720000000001164,0.7261146496815287,0.39,0.9619123166666668,12.610000000000582,0.7593984962406015,0.24,0.9619123166666668,12.610000000000582,0.7593984962406015,0.24,2.8727647666666667,7.629073866666667,2.8727647666666667,2.8727647666666667,,-16.869999999995343,29.979999999995925,0.4285714285714285,0.890625,28.589999999996508,0.29754322111010023,0.09000000000000002,0.8899999999994179,0.033283846559072794,-0.15000000000000002,0.8899999999994179,0.033283846559072794,-0.15000000000000002,0.0,0.0,0.0
KXBTC15M-26AUG241645-45,True,UP,0.8018867924528301,126.76999999998952,11,2.6209990333333333,271.3399999999965,1.0,0.997,1.6674875833333334,267.06999999999243,1.0,1.0,1.6674875833333334,267.06999999999243,1.0,1.0,0.71687385,243.27999999999884,1.0,1.0,0.71687385,243.27999999999884,1.0,1.0,,,,,,243.27999999999884,271.3399999999965,1.0,1.0,-4.2700000000040745,0.0,0.0030000000000000027,-23.789999999993597,0.0,0.0,-23.789999999993597,0.0,0.0,0.0,0.0,0.0
KXBTC15M-26AUG241715-15,True,UP,0.8018867924528301,75.11999999999534,11,2.6750980333333336,119.77000000000407,1.0,0.982,1.7250707833333334,115.34999999999128,1.0,0.996,1.7250707833333334,115.34999999999128,1.0,0.996,0.7764735,80.55999999999767,1.0,0.997,0.7764735,80.55999999999767,1.0,0.997,,,,,,80.55999999999767,119.77000000000407,1.0,1.0,-4.4200000000127915,0.0,0.014000000000000012,-34.78999999999361,0.0,0.0010000000000000009,-34.78999999999361,0.0,0.0010000000000000009,0.0,0.0,0.0
KXBTC15M-26AUG241845-45,True,UP,0.8018867924528301,128.66999999999825,12,2.892294683333333,30.05000000000291,0.7261146496815287,0.74,1.9342644333333328,-21.95999999999185,0.2406015037593984,0.54,1.9342644333333328,-21.95999999999185,0.2406015037593984,0.54,0.98545705,14.630000000004657,0.7593984962406015,0.68,0.0359030833333333,-1.5500000000029104,0.4285714285714285,0.981,1.9342644333333328,4.792324833333334,1.9342644333333328,1.9342644333333328,1.9342644333333328,-21.95999999999185,30.05000000000291,0.2406015037593984,0.7593984962406015,-52.00999999999476,-0.48551314592213035,-0.19999999999999996,36.58999999999651,0.5187969924812031,0.14,20.40999999998894,0.1879699248120301,0.44099999999999995,-16.180000000007567,-0.330827067669173,0.30099999999999993
KXBTC15M-26AUG241930-30,True,UP,0.890625,86.90999999998894,10,2.7144646166666666,220.38999999999945,1.0,0.998,1.7670399833333332,171.9899999999907,1.0,0.998,1.7670399833333332,171.9899999999907,1.0,0.998,0.82524975,166.75999999999476,1.0,1.0,0.82524975,166.75999999999476,1.0,1.0,,,,,,166.75999999999476,220.38999999999945,1.0,1.0,-48.40000000000876,0.0,0.0,-5.2299999999959255,0.0,0.0020000000000000018,-5.2299999999959255,0.0,0.0020000000000000018,0.0,0.0,0.0
KXBTC15M-26AUG242030-30,True,DOWN,0.8928571428571429,177.61000000000058,13,2.89477295,149.19000000000233,0.988095238095238,0.9,1.9413375833333333,153.84000000001106,1.0,0.994,1.9413375833333333,153.84000000001106,1.0,0.994,0.9948919,182.3700000000099,1.0,1.0,0.0490772166666666,157.33000000000175,1.0,1.0,,,,,,149.19000000000233,182.3700000000099,0.988095238095238,1.0,4.650000000008731,0.011904761904761973,0.09399999999999997,28.529999999998836,0.0,0.006000000000000005,3.4899999999906868,0.0,0.006000000000000005,-25.04000000000815,0.0,0.0
KXBTC15M-26AUG242100-00,True,UP,0.8018867924528301,246.45999999999185,13,2.9658879666666667,420.6999999999971,1.0,0.998,2.0116601833333334,493.3399999999965,1.0,1.0,1.060189533333333,482.1100000000006,1.0,1.0,1.060189533333333,482.1100000000006,1.0,1.0,0.1057232333333333,414.08000000000175,1.0,1.0,,,,,,414.08000000000175,493.3399999999965,1.0,1.0,72.63999999999942,0.0,0.0020000000000000018,-11.229999999995925,0.0,0.0,-68.02999999999884,0.0,0.0,-68.02999999999884,0.0,0.0
KXBTC15M-26AUG242315-15,True,UP,0.8018867924528301,186.3700000000099,12,3.43959485,181.390000000014,1.0,0.949,1.64606855,153.5500000000029,1.0,0.993,1.64606855,153.5500000000029,1.0,0.993,0.7468006666666667,168.33000000000175,1.0,1.0,0.7468006666666667,168.33000000000175,1.0,1.0,,,,,,153.5500000000029,205.24000000000524,1.0,1.0,-27.840000000011088,0.0,0.04400000000000004,14.779999999998836,0.0,0.007000000000000006,14.779999999998836,0.0,0.007000000000000006,0.0,0.0,0.0
KXBTC15M-26AUG250030-30,True,DOWN,0.9301075268817204,178.5,11,2.5982931833333334,240.47999999999595,0.988095238095238,0.976,1.7150109333333332,238.42999999999304,1.0,0.991,1.7150109333333332,238.42999999999304,1.0,0.991,0.8331537666666667,189.4700000000012,1.0,1.0,0.8331537666666667,189.4700000000012,1.0,1.0,,,,,,189.4700000000012,240.47999999999595,0.988095238095238,1.0,-2.0500000000029104,0.011904761904761973,0.015000000000000013,-48.95999999999185,0.0,0.009000000000000008,-48.95999999999185,0.0,0.009000000000000008,0.0,0.0,0.0
KXBTC15M-26AUG250100-00,True,UP,0.8018867924528301,89.58999999999651,10,3.114851483333333,9.430000000007569,0.6347826086956522,0.66,2.2074566,-14.89999999999418,0.3934426229508196,0.51,1.2993931833333332,47.729999999995925,0.9301075268817204,0.961,1.2993931833333332,47.729999999995925,0.9301075268817204,0.961,0.39193655,88.10000000000582,0.9487179487179488,0.998,2.2074566,5.8290745500000005,5.8290745500000005,2.2074566,,-14.89999999999418,88.10000000000582,0.3934426229508196,0.9487179487179488,-24.330000000001746,-0.24133998574483256,-0.15000000000000002,62.629999999990105,0.5366649039309008,0.45099999999999996,40.370000000009895,0.018610421836228408,0.03700000000000003,40.370000000009895,0.018610421836228408,0.03700000000000003
KXBTC15M-26AUG250115-15,True,UP,0.890625,111.02999999999884,12,2.66675295,203.63999999999945,1.0,0.992,1.75455435,236.36000000000055,1.0,0.999,1.75455435,236.36000000000055,1.0,0.999,0.8468699166666667,205.99000000000524,1.0,1.0,0.8468699166666667,205.99000000000524,1.0,1.0,,,,,,203.63999999999945,236.36000000000055,1.0,1.0,32.72000000000111,0.0,0.007000000000000006,-30.369999999995315,0.0,0.0010000000000000009,-30.369999999995315,0.0,0.0010000000000000009,0.0,0.0,0.0
KXBTC15M-26AUG250145-45,True,UP,0.8928571428571429,119.27999999999884,10,3.4399781666666667,104.94999999999708,1.0,0.926,1.62138625,102.76999999998952,1.0,0.99,1.62138625,102.76999999998952,1.0,0.99,0.70905295,63.52999999999884,1.0,0.997,0.70905295,63.52999999999884,1.0,0.997,,,,,,63.52999999999884,109.75,1.0,1.0,-2.180000000007553,0.0,0.06399999999999995,-39.23999999999068,0.0,0.007000000000000006,-39.23999999999068,0.0,0.007000000000000006,0.0,0.0,0.0
KXBTC15M-26AUG250215-15,True,UP,1.0,-0.5700000000069849,12,3.1424861666666666,-3.779999999998836,1.0,0.64,2.2318425,8.64999999999418,0.6347826086956522,0.6,1.318971433333333,9.059999999997672,0.7261146496815287,0.72,1.318971433333333,9.059999999997672,0.7261146496815287,0.72,0.4069335833333333,27.5399999999936,0.9487179487179488,0.989,10.444256516666666,9.52821165,9.52821165,9.52821165,,-3.779999999998836,27.5399999999936,0.6347826086956522,1.0,12.429999999993015,-0.3652173913043478,-0.040000000000000036,0.41000000000349246,0.09133204098587655,0.12,18.47999999999593,0.22260329903642007,0.269,18.47999999999593,0.22260329903642007,0.269
KXBTC15M-26AUG250245-45,True,DOWN,0.8018867924528301,118.17999999999302,10,2.603054766666667,199.95999999999185,0.988095238095238,0.993,1.6962993333333332,217.13000000000463,1.0,0.993,1.6962993333333332,217.13000000000463,1.0,0.993,0.7852789666666666,249.70999999999185,1.0,0.999,0.7852789666666666,249.70999999999185,1.0,0.999,,,,,,199.95999999999185,249.70999999999185,0.988095238095238,1.0,17.170000000012777,0.011904761904761973,0.0,32.57999999998722,0.0,0.006000000000000005,32.57999999998722,0.0,0.006000000000000005,0.0,0.0,0.0
KXBTC15M-26AUG250315-15,True,UP,0.890625,203.88999999999945,12,3.4021449,170.54999999998836,1.0,0.957,1.5883865333333334,196.88999999999945,1.0,0.998,1.5883865333333334,196.88999999999945,1.0,0.998,0.6812088666666667,184.20999999999185,1.0,0.999,0.6812088666666667,184.20999999999185,1.0,0.999,,,,,,184.20999999999185,196.88999999999945,1.0,1.0,26.340000000011088,0.0,0.041000000000000036,-12.680000000007595,0.0,0.0010000000000000009,-12.680000000007595,0.0,0.0010000000000000009,0.0,0.0,0.0
KXBTC15M-26AUG250400-00,True,DOWN,0.9301075268817204,384.3100000000122,13,2.773178383333333,769.0100000000093,0.988095238095238,0.996,1.8598213,776.3500000000058,1.0,0.999,1.8598213,776.3500000000058,1.0,0.999,0.9536378833333334,788.8600000000006,1.0,0.999,0.9536378833333334,788.8600000000006,1.0,0.999,,,,,,769.0100000000093,788.8600000000006,0.988095238095238,1.0,7.3399999999965075,0.011904761904761973,0.0030000000000000027,12.509999999994761,0.0,0.0,12.509999999994761,0.0,0.0,0.0,0.0,0.0
KXBTC15M-26AUG250430-30,True,UP,0.8018867924528301,128.41999999999825,13,2.6375208,275.8999999999942,1.0,0.996,1.7423817,264.52999999999884,1.0,0.998,1.7423817,264.52999999999884,1.0,0.998,0.8561193166666666,275.8899999999994,1.0,0.999,0.8561193166666666,275.8899999999994,1.0,0.999,,10.692115833333334,,,,264.52999999999884,275.8999999999942,1.0,1.0,-11.369999999995343,0.0,0.0020000000000000018,11.360000000000582,0.0,0.0010000000000000009,11.360000000000582,0.0,0.0010000000000000009,0.0,0.0,0.0
KXBTC15M-26AUG250500-00,True,DOWN,0.9301075268817204,187.27000000000407,12,2.5806434166666667,206.3399999999965,0.988095238095238,0.998,1.697919,182.52999999999884,0.988095238095238,0.996,1.697919,182.52999999999884,0.988095238095238,0.996,0.8121986,183.2100000000064,1.0,0.999,0.8121986,183.2100000000064,1.0,0.999,,,,,,182.52999999999884,206.3399999999965,0.988095238095238,1.0,-23.80999999999767,0.0,-0.0020000000000000018,0.680000000007567,0.011904761904761973,0.0030000000000000027,0.680000000007567,0.011904761904761973,0.0030000000000000027,0.0,0.0,0.0
KXBTC15M-26AUG250515-15,True,DOWN,0.8018867924528301,142.16999999999825,14,2.905816833333333,183.0899999999965,1.0,0.99,2.0213438666666668,181.04000000000812,1.0,0.996,1.1398580833333334,28.330000000001743,0.890625,0.89,1.1398580833333334,28.330000000001743,0.890625,0.89,0.2555518333333333,47.35000000000582,0.9301075268817204,0.7,,,,,,28.330000000001743,183.0899999999965,0.890625,1.0,-2.049999999988387,0.0,0.006000000000000005,-152.71000000000637,-0.109375,-0.10599999999999998,19.020000000004078,0.03948252688172038,-0.19000000000000006,19.020000000004078,0.03948252688172038,-0.19000000000000006
KXBTC15M-26AUG250600-00,True,DOWN,0.890625,171.88000000000466,14,2.796414683333333,586.6100000000006,0.9301075268817204,0.998,1.9131283,745.8399999999965,0.9635717185611766,0.999,1.9131283,745.8399999999965,0.9635717185611766,0.999,1.0297436666666666,651.7100000000064,0.9301075268817204,0.999,0.1466296666666666,600.7899999999936,0.988095238095238,1.0,,,,,,586.6100000000006,745.8399999999965,0.9301075268817204,0.988095238095238,159.22999999999593,0.033464191679456246,0.0010000000000000009,-94.1299999999901,-0.033464191679456246,0.0,-145.0500000000029,0.0245235195340614,0.0010000000000000009,-50.920000000012806,0.057987711213517645,0.0010000000000000009
KXBTC15M-26AUG250730-30,True,UP,0.890625,116.93000000000757,10,2.95679095,144.66999999999825,1.0,0.934,2.074632916666667,83.18000000000757,0.9301075268817204,0.947,1.1895222666666667,144.82000000000698,0.988095238095238,0.988,1.1895222666666667,144.82000000000698,0.988095238095238,0.988,0.3035766333333333,138.1999999999971,1.0,0.999,,,,,,83.18000000000757,144.82000000000698,0.9301075268817204,1.0,-61.48999999999069,-0.06989247311827962,0.0129999999999999,61.63999999999942,0.057987711213517645,0.041000000000000036,-6.620000000009895,0.011904761904761973,0.01100000000000001,-6.620000000009895,0.011904761904761973,0.01100000000000001
