ticker,call_time,correct,call_side,official_side,initial_fair,initial_remaining_min,initial_distance,drop_4m,drop_6m,state
KXBTC15M-26AUG270230-30,2026-08-27 06:21:50.297288+00:00,False,UP,DOWN,0.8018867924528301,8.161711866666668,121.38999999999942,112.80000000000291,137.30999999999767,CONFIRMED_DANGER
KXBTC15M-26AUG270245-45,2026-08-27 06:35:59.424593+00:00,True,UP,UP,0.8018867924528301,9.009590116666669,111.49000000000524,19.449999999997075,30.110000000000582,CLEAN
KXBTC15M-26AUG270300-00,2026-08-27 06:50:17.122122+00:00,True,UP,UP,0.8018867924528301,9.7146313,62.2100000000064,9.139999999999418,9.139999999999418,CLEAN
KXBTC15M-26AUG270530-30,2026-08-27 09:21:03.346489+00:00,True,UP,UP,1.0,8.944225183333334,223.77999999999884,55.01000000000931,55.01000000000931,CLEAN
KXBTC15M-26AUG270545-45,2026-08-27 09:33:31.277379+00:00,True,DOWN,DOWN,0.8018867924528301,11.47871035,-157.27999999999884,0.0,0.0,CLEAN
KXBTC15M-26AUG270600-00,2026-08-27 09:50:57.102514+00:00,True,DOWN,DOWN,0.890625,9.048291433333333,-171.77000000000407,8.319999999992433,8.319999999992433,CLEAN
KXBTC15M-26AUG270615-15,2026-08-27 10:05:11.971972+00:00,False,UP,DOWN,0.8018867924528301,9.800467133333331,104.52999999999884,0.0,0.0,CLEAN
KXBTC15M-26AUG270630-30,2026-08-27 10:21:49.017428+00:00,False,UP,DOWN,0.8928571428571429,8.183042866666666,101.34999999999128,200.9499999999971,480.08999999999656,CONFIRMED_DANGER
KXBTC15M-26AUG270645-45,2026-08-27 10:36:55.477814+00:00,True,DOWN,DOWN,0.9301075268817204,8.075369766666666,-246.11000000000053,79.8800000000046,157.56999999999238,LATE_DANGER_ONLY
KXBTC15M-26AUG270845-45,2026-08-27 12:34:14.796385+00:00,True,DOWN,DOWN,0.890625,10.753393583333333,-144.9499999999971,0.0,0.0,CLEAN
KXBTC15M-26AUG270945-45,2026-08-27 13:33:18.695417+00:00,True,DOWN,DOWN,0.9301075268817204,11.688409716666666,-224.11000000000053,92.12000000000984,106.98000000001042,LATE_DANGER_ONLY
KXBTC15M-26AUG271000-00,2026-08-27 13:49:18.373037+00:00,False,DOWN,UP,0.8018867924528301,10.693782716666668,-232.4700000000012,277.15000000000873,277.15000000000873,CONFIRMED_DANGER
KXBTC15M-26AUG271015-15,2026-08-27 14:04:27.587064+00:00,False,UP,DOWN,0.8018867924528301,10.5402156,181.7100000000064,155.4100000000035,238.63999999999942,CONFIRMED_DANGER
KXBTC15M-26AUG271030-30,2026-08-27 14:19:05.369134+00:00,True,UP,UP,0.9301075268817204,10.910514433333333,210.24000000000524,0.0,0.0,CLEAN
KXBTC15M-26AUG271100-00,2026-08-27 14:48:52.417516+00:00,True,DOWN,DOWN,0.8928571428571429,11.126374733333334,-282.11999999999534,116.97999999999593,116.97999999999593,CONFIRMED_DANGER
KXBTC15M-26AUG271145-45,2026-08-27 15:34:29.547961+00:00,True,DOWN,DOWN,0.9301075268817204,10.507533983333332,-184.84999999999127,29.989999999990687,29.989999999990687,CLEAN
KXBTC15M-26AUG271200-00,2026-08-27 15:48:04.695396+00:00,True,DOWN,DOWN,0.9301075268817204,11.9217434,-219.11000000000053,88.12999999999005,88.12999999999005,LATE_DANGER_ONLY
KXBTC15M-26AUG271245-45,2026-08-27 16:35:15.043892+00:00,False,DOWN,UP,0.8018867924528301,9.749268466666669,-132.9499999999971,47.970000000001164,102.08000000000175,LATE_DANGER_ONLY
KXBTC15M-26AUG271300-00,2026-08-27 16:51:08.050196+00:00,True,DOWN,DOWN,0.890625,8.865830066666666,-109.2100000000064,46.93000000000756,46.93000000000756,CLEAN
KXBTC15M-26AUG271315-15,2026-08-27 17:03:08.056057+00:00,False,DOWN,UP,0.8018867924528301,11.865732383333333,-145.68000000000757,207.41999999999825,207.41999999999825,CONFIRMED_DANGER
KXBTC15M-26AUG271330-30,2026-08-27 17:18:10.401731+00:00,True,UP,UP,0.8018867924528301,11.826637816666668,124.47000000000116,4.369999999995343,57.2899999999936,CLEAN
KXBTC15M-26AUG271415-15,2026-08-27 18:06:01.255075+00:00,True,DOWN,DOWN,0.890625,8.979082083333333,-111.41000000000348,53.77000000000406,53.77000000000406,CLEAN
KXBTC15M-26AUG271430-30,2026-08-27 18:21:07.858283+00:00,True,DOWN,DOWN,0.988095238095238,8.869028616666666,-214.60000000000585,103.07000000000701,122.59000000001109,CONFIRMED_DANGER
KXBTC15M-26AUG271515-15,2026-08-27 19:06:06.353606+00:00,True,UP,UP,0.8913857806261563,8.894106566666666,102.22000000000116,7.25,10.14999999999418,CLEAN
