ask_max,fair_min,edge_min,min_tl,max_tl,min_gap,min_ratio,calls,contracts,coverage,accuracy,avg_ask,avg_time_left,meets90,validation_rank
0.6,0.6,0.05,6.0,10.0,75.0,0.0,15,83,0.18072289156626506,0.9333333333333333,0.536,9.066666666666666,True,89
0.6,0.6,0.08,6.0,10.0,75.0,0.0,15,83,0.18072289156626506,0.9333333333333333,0.536,9.066666666666666,True,90
0.6,0.6,0.1,6.0,10.0,75.0,0.0,15,83,0.18072289156626506,0.9333333333333333,0.536,9.066666666666666,True,91
0.6,0.6,0.12,6.0,10.0,75.0,0.0,15,83,0.18072289156626506,0.9333333333333333,0.536,9.066666666666666,True,92
0.6,0.65,0.05,6.0,10.0,75.0,0.0,15,83,0.18072289156626506,0.9333333333333333,0.536,9.066666666666666,True,93
0.6,0.65,0.08,6.0,10.0,75.0,0.0,15,83,0.18072289156626506,0.9333333333333333,0.536,9.066666666666666,True,94
0.6,0.65,0.1,6.0,10.0,75.0,0.0,15,83,0.18072289156626506,0.9333333333333333,0.536,9.066666666666666,True,95
0.6,0.65,0.12,6.0,10.0,75.0,0.0,15,83,0.18072289156626506,0.9333333333333333,0.536,9.066666666666666,True,96
0.6,0.7,0.05,6.0,10.0,75.0,0.0,15,83,0.18072289156626506,0.9333333333333333,0.536,9.066666666666666,True,97
0.6,0.7,0.08,6.0,10.0,75.0,0.0,15,83,0.18072289156626506,0.9333333333333333,0.536,9.066666666666666,True,98
0.6,0.7,0.1,6.0,10.0,75.0,0.0,15,83,0.18072289156626506,0.9333333333333333,0.536,9.066666666666666,True,99
0.6,0.7,0.12,6.0,10.0,75.0,0.0,15,83,0.18072289156626506,0.9333333333333333,0.536,9.066666666666666,True,100
0.55,0.6,0.05,2.0,12.0,75.0,0.0,15,83,0.18072289156626506,0.9333333333333333,0.502,9.0,True,101
0.55,0.6,0.08,2.0,12.0,75.0,0.0,15,83,0.18072289156626506,0.9333333333333333,0.502,9.0,True,102
0.55,0.6,0.1,2.0,12.0,75.0,0.0,15,83,0.18072289156626506,0.9333333333333333,0.502,9.0,True,103
0.55,0.6,0.12,2.0,12.0,75.0,0.0,15,83,0.18072289156626506,0.9333333333333333,0.502,9.0,True,104
0.55,0.65,0.05,2.0,12.0,75.0,0.0,15,83,0.18072289156626506,0.9333333333333333,0.502,9.0,True,105
0.55,0.65,0.08,2.0,12.0,75.0,0.0,15,83,0.18072289156626506,0.9333333333333333,0.502,9.0,True,106
0.55,0.65,0.1,2.0,12.0,75.0,0.0,15,83,0.18072289156626506,0.9333333333333333,0.502,9.0,True,107
0.55,0.65,0.12,2.0,12.0,75.0,0.0,15,83,0.18072289156626506,0.9333333333333333,0.502,9.0,True,108
0.55,0.7,0.05,2.0,12.0,75.0,0.0,15,83,0.18072289156626506,0.9333333333333333,0.502,9.0,True,109
0.55,0.7,0.08,2.0,12.0,75.0,0.0,15,83,0.18072289156626506,0.9333333333333333,0.502,9.0,True,110
0.55,0.7,0.1,2.0,12.0,75.0,0.0,15,83,0.18072289156626506,0.9333333333333333,0.502,9.0,True,111
0.55,0.7,0.12,2.0,12.0,75.0,0.0,15,83,0.18072289156626506,0.9333333333333333,0.502,9.0,True,112
0.6,0.75,0.05,2.0,10.0,75.0,0.0,15,83,0.18072289156626506,0.9333333333333333,0.5313333333333333,8.133333333333333,True,113
0.6,0.75,0.08,2.0,10.0,75.0,0.0,15,83,0.18072289156626506,0.9333333333333333,0.5313333333333333,8.133333333333333,True,114
0.6,0.75,0.1,2.0,10.0,75.0,0.0,15,83,0.18072289156626506,0.9333333333333333,0.5313333333333333,8.133333333333333,True,115
0.6,0.75,0.12,2.0,10.0,75.0,0.0,15,83,0.18072289156626506,0.9333333333333333,0.5313333333333333,8.133333333333333,True,116
0.55,0.6,0.05,4.0,12.0,75.0,0.0,14,83,0.1686746987951807,0.9285714285714286,0.5042857142857142,9.428571428571429,True,117
0.55,0.6,0.08,4.0,12.0,75.0,0.0,14,83,0.1686746987951807,0.9285714285714286,0.5042857142857142,9.428571428571429,True,118
0.55,0.6,0.1,4.0,12.0,75.0,0.0,14,83,0.1686746987951807,0.9285714285714286,0.5042857142857142,9.428571428571429,True,119
0.55,0.6,0.12,4.0,12.0,75.0,0.0,14,83,0.1686746987951807,0.9285714285714286,0.5042857142857142,9.428571428571429,True,120
0.55,0.65,0.05,4.0,12.0,75.0,0.0,14,83,0.1686746987951807,0.9285714285714286,0.5042857142857142,9.428571428571429,True,121
0.55,0.65,0.08,4.0,12.0,75.0,0.0,14,83,0.1686746987951807,0.9285714285714286,0.5042857142857142,9.428571428571429,True,122
0.55,0.65,0.1,4.0,12.0,75.0,0.0,14,83,0.1686746987951807,0.9285714285714286,0.5042857142857142,9.428571428571429,True,123
0.55,0.65,0.12,4.0,12.0,75.0,0.0,14,83,0.1686746987951807,0.9285714285714286,0.5042857142857142,9.428571428571429,True,124
0.55,0.7,0.05,4.0,12.0,75.0,0.0,14,83,0.1686746987951807,0.9285714285714286,0.5042857142857142,9.428571428571429,True,125
0.55,0.7,0.08,4.0,12.0,75.0,0.0,14,83,0.1686746987951807,0.9285714285714286,0.5042857142857142,9.428571428571429,True,126
0.55,0.7,0.1,4.0,12.0,75.0,0.0,14,83,0.1686746987951807,0.9285714285714286,0.5042857142857142,9.428571428571429,True,127
0.55,0.7,0.12,4.0,12.0,75.0,0.0,14,83,0.1686746987951807,0.9285714285714286,0.5042857142857142,9.428571428571429,True,128
0.6,0.6,0.05,8.0,10.0,75.0,0.0,14,83,0.1686746987951807,0.9285714285714286,0.5357142857142857,9.285714285714286,True,129
0.6,0.6,0.08,8.0,10.0,75.0,0.0,14,83,0.1686746987951807,0.9285714285714286,0.5357142857142857,9.285714285714286,True,130
0.6,0.6,0.1,8.0,10.0,75.0,0.0,14,83,0.1686746987951807,0.9285714285714286,0.5357142857142857,9.285714285714286,True,131
0.6,0.6,0.12,8.0,10.0,75.0,0.0,14,83,0.1686746987951807,0.9285714285714286,0.5357142857142857,9.285714285714286,True,132
0.6,0.65,0.05,8.0,10.0,75.0,0.0,14,83,0.1686746987951807,0.9285714285714286,0.5357142857142857,9.285714285714286,True,133
0.6,0.65,0.08,8.0,10.0,75.0,0.0,14,83,0.1686746987951807,0.9285714285714286,0.5357142857142857,9.285714285714286,True,134
0.6,0.65,0.1,8.0,10.0,75.0,0.0,14,83,0.1686746987951807,0.9285714285714286,0.5357142857142857,9.285714285714286,True,135
0.6,0.65,0.12,8.0,10.0,75.0,0.0,14,83,0.1686746987951807,0.9285714285714286,0.5357142857142857,9.285714285714286,True,136
0.6,0.7,0.05,8.0,10.0,75.0,0.0,14,83,0.1686746987951807,0.9285714285714286,0.5357142857142857,9.285714285714286,True,137
0.6,0.7,0.08,8.0,10.0,75.0,0.0,14,83,0.1686746987951807,0.9285714285714286,0.5357142857142857,9.285714285714286,True,138
0.6,0.7,0.1,8.0,10.0,75.0,0.0,14,83,0.1686746987951807,0.9285714285714286,0.5357142857142857,9.285714285714286,True,139
